,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
354,1001591110,Rocky Horror Saved My Life - A Fan Documentary,Documentary,Film & Video,USD,11/1/2013,50000.0,9/2/2013 2:06,66554.56,successful,665,US,66554.56,66554.56,50000.0
371,1001714289,HoodRatz,Shorts,Film & Video,USD,6/26/2012,800.0,5/30/2012 23:40,1072.0,successful,18,US,1072.0,1072.0,800.0
377,1001751835,C R O S S T O W N  - help us finish our feature film,Narrative Film,Film & Video,USD,12/21/2012,12500.0,11/6/2012 20:33,12857.0,successful,32,US,12857.0,12857.0,12500.0
380,1001778275,The Womanhood Short Film Fundraiser,Shorts,Film & Video,USD,6/19/2011,500.0,5/15/2011 16:53,600.0,successful,25,US,600.0,600.0,500.0
389,1001820357,No Man Is An Island,Shorts,Film & Video,USD,1/5/2014,25000.0,11/21/2013 0:10,25712.0,successful,148,US,25712.0,25712.0,25000.0
393,1001838811,FIREWATER,Shorts,Film & Video,USD,4/11/2012,750.0,3/15/2012 21:16,865.0,successful,20,US,865.0,865.0,750.0
402,1001892879,Monsters - A Short film by Christina Morris,Shorts,Film & Video,USD,8/27/2017,2500.0,8/2/2017 7:20,2575.0,successful,14,US,20.0,2575.0,2500.0
405,1001904397,Boating with Clyde: Adventures on the Puget Sound,Shorts,Film & Video,USD,3/6/2011,7500.0,1/20/2011 3:50,8294.63,successful,116,US,8294.63,8294.63,7500.0
422,1002005884,Treasure Trapped,Documentary,Film & Video,GBP,1/5/2013,5500.0,12/6/2012 14:04,5539.69,successful,116,GB,8927.74,8932.68,8868.68
428,1002045558,Faithful: A Lesbian Mormon Story,Documentary,Film & Video,USD,6/30/2017,14500.0,5/1/2017 17:16,14875.0,successful,106,US,1635.0,14875.0,14500.0
473,1002264833,Sci-Fi Janitors VS the Redbull Soapbox Race,Webseries,Film & Video,USD,5/13/2012,2500.0,5/3/2012 21:51,2708.0,successful,40,US,2708.0,2708.0,2500.0
484,1002308373,Money Shot,Film & Video,Film & Video,USD,9/18/2013,4000.0,9/4/2013 5:15,4279.0,successful,60,US,4279.0,4279.0,4000.0
489,1002363227,Little Boy Wonder - A Short Film,Film & Video,Film & Video,USD,2/17/2013,3250.0,2/1/2013 23:13,3606.0,successful,43,US,3606.0,3606.0,3250.0
492,1002371950,PHANTOM-LIMBED: A Romantic Comedy,Film & Video,Film & Video,USD,9/15/2012,5000.0,8/16/2012 9:38,5975.0,successful,40,US,5975.0,5975.0,5000.0
509,1002451969,GO FAR: The Christopher Rush Story (2),Documentary,Film & Video,USD,2/13/2012,5500.0,1/21/2012 5:51,11001.0,successful,66,US,11001.0,11001.0,5500.0
515,1002490303,"Mother, I am going",Shorts,Film & Video,GBP,7/31/2013,3000.0,7/2/2013 13:20,3396.0,successful,35,GB,5166.22,5145.77,4545.73
520,1002512911,WORLD FAIR,Documentary,Film & Video,USD,3/19/2013,13000.0,2/7/2013 18:42,15435.55,successful,251,US,15435.55,15435.55,13000.0
554,1002684709,So You Like the Neighborhood,Comedy,Film & Video,USD,6/2/2016,5000.0,5/3/2016 22:36,5772.15,successful,65,US,5772.15,5772.15,5000.0
576,1002772966,Geek Seekers,Webseries,Film & Video,USD,2/8/2012,5000.0,1/19/2012 18:26,7375.51,successful,138,US,7375.51,7375.51,5000.0
599,1002885178,The Lonely Himalayas,Documentary,Film & Video,USD,3/6/2014,3000.0,2/4/2014 3:43,3551.0,successful,60,US,3551.0,3551.0,3000.0
618,1002959927,DOCTOR WHO: THE MENACE OF FOONF,Science Fiction,Film & Video,USD,9/9/2017,700.0,7/26/2017 1:17,796.0,successful,14,US,0.0,796.0,700.0
631,100301891,Bridge of Sighs Short Film -- Part 2,Shorts,Film & Video,USD,11/16/2012,1400.0,11/8/2012 19:55,1405.0,successful,12,US,1405.0,1405.0,1400.0
636,1003074363,Maree v. State: Not Just A Documentary,Documentary,Film & Video,USD,10/21/2011,10000.0,9/21/2011 3:58,10210.0,successful,84,US,10210.0,10210.0,10000.0
666,1003259197,Through Your Door - Feature Film Finishing Funds,Narrative Film,Film & Video,USD,7/9/2012,5000.0,6/7/2012 1:55,5040.18,successful,48,US,5040.18,5040.18,5000.0
695,1003424923,The Adults,Drama,Film & Video,USD,11/4/2014,4000.0,10/6/2014 3:10,4266.0,successful,28,US,4266.0,4266.0,4000.0
702,1003449040,Kung Fu Bellydance Masters ????????,Narrative Film,Film & Video,USD,2/19/2012,10000.0,1/20/2012 3:26,10451.52,successful,76,US,10451.52,10451.52,10000.0
728,1003523496,Imminent,Shorts,Film & Video,USD,10/2/2011,5000.0,9/2/2011 6:46,5002.0,successful,47,US,5002.0,5002.0,5000.0
734,1003539829,Unconditional Hope -  A Survivors Story.,Documentary,Film & Video,USD,12/29/2012,40000.0,11/26/2012 21:14,45155.0,successful,411,US,45155.0,45155.0,40000.0
745,100358406,Charlie vs Goliath,Documentary,Film & Video,USD,9/2/2016,40000.0,8/3/2016 21:54,40546.0,successful,267,US,25.0,40546.0,40000.0
755,1003666946,The Promise - Tempus Films,Drama,Film & Video,GBP,3/27/2015,1000.0,2/25/2015 22:23,1106.0,successful,21,GB,1707.8,1645.22,1487.54
772,1003770739,La Feria Concreta: A Documentary Film Installation,Documentary,Film & Video,USD,5/5/2014,10000.0,4/5/2014 21:15,11515.91,successful,91,US,11515.91,11515.91,10000.0
799,1003901425,Nepenthe: A Short Film,Horror,Film & Video,USD,2/21/2015,550.0,1/21/2015 16:30,590.0,successful,12,US,590.0,590.0,550.0
812,100395799,INSPIRE X SOUND,Experimental,Film & Video,CAD,11/7/2014,2000.0,10/8/2014 23:09,2020.0,successful,59,CA,1806.07,1766.97,1749.48
843,1004125151,"Loquat ""We Could Be Arsonists"" Short Film/Music Video",Film & Video,Film & Video,USD,11/17/2012,2000.0,10/18/2012 20:06,6625.0,successful,74,US,6625.0,6625.0,2000.0
883,100437007,Lose Like a Human (2017),Film & Video,Film & Video,GBP,7/21/2017,800.0,6/21/2017 14:15,920.0,successful,28,GB,560.41,1195.26,1039.35
891,1004405723,Golf Alpha Yankee: An LGBT Human Rights Documentary,Documentary,Film & Video,USD,8/18/2014,30000.0,6/29/2014 8:42,42060.63,successful,439,US,42060.63,42060.63,30000.0
902,1004473432,Faceless Neil,Animation,Film & Video,USD,1/14/2013,6500.0,12/5/2012 19:22,10120.5,successful,116,US,10120.5,10120.5,6500.0
922,1004619032,"""Violet Tendencies"" (starring Mindy Cohn) on DVD",Shorts,Film & Video,USD,12/17/2010,10000.0,11/30/2010 7:10,11610.0,successful,106,US,11610.0,11610.0,10000.0
931,1004666737,"Sexy Action Accounting Myths, a short film",Experimental,Film & Video,USD,12/12/2014,1450.0,11/13/2014 16:55,1507.0,successful,42,US,1507.0,1507.0,1450.0
945,1004760459,LOVERS LOST - Feature Film,Narrative Film,Film & Video,CAD,5/31/2014,10000.0,5/1/2014 23:13,13065.0,successful,122,CA,11917.85,11959.9,9154.16
965,1004871321,OPUNTIA,Documentary,Film & Video,USD,7/15/2016,15000.0,6/15/2016 16:30,17933.0,successful,117,US,16699.0,17933.0,15000.0
1003,1005080604,"a hilarious film called ""mooo""",Shorts,Film & Video,USD,11/1/2013,1600.0,9/30/2013 19:49,1760.0,successful,37,US,1760.0,1760.0,1600.0
1025,1005181228,You Know You Like It,Music Videos,Film & Video,GBP,11/7/2016,1500.0,10/17/2016 22:00,1520.0,successful,25,GB,487.56,1924.25,1898.93
1052,1005260657,Low Shoulders - A Short Film,Shorts,Film & Video,USD,5/3/2011,5000.0,4/3/2011 19:50,5350.51,successful,118,US,5350.51,5350.51,5000.0
1053,1005272778,The Endless Whispers Cycle Featurettes,Thrillers,Film & Video,USD,12/3/2014,5800.0,10/24/2014 16:29,5825.0,successful,39,US,5825.0,5825.0,5800.0
1061,1005313842,Will the Film,Film & Video,Film & Video,USD,9/22/2016,10000.0,8/23/2016 18:48,10600.0,successful,245,US,2605.0,10600.0,10000.0
1134,1005756530,Dead Burger by Abomination Films!,Film & Video,Film & Video,USD,7/1/2012,5000.0,5/2/2012 6:17,5178.0,successful,33,US,5178.0,5178.0,5000.0
1168,1005940775,A Postcard From Lily Dale,Documentary,Film & Video,USD,3/28/2014,10000.0,2/26/2014 15:44,13135.0,successful,78,US,13135.0,13135.0,10000.0
1192,1006061306,Back in the Soviet Bloc - a 6-part tv series,Documentary,Film & Video,USD,1/27/2012,5000.0,1/13/2012 10:26,5358.0,successful,76,US,5358.0,5358.0,5000.0
1218,1006177892,"Take HOTWIRE Action Romantic Comedy to $11,000",Shorts,Film & Video,USD,11/23/2013,7500.0,10/22/2013 9:31,11026.0,successful,148,US,11026.0,11026.0,7500.0
1252,1006346512,"""Witchcraft Blue"" (A Burlesque Documentary)",Documentary,Film & Video,USD,7/15/2017,2500.0,6/22/2017 21:57,3215.0,successful,64,US,515.0,3215.0,2500.0
1259,1006390923,The Witch,Shorts,Film & Video,USD,9/8/2014,5950.0,8/9/2014 4:16,6035.0,successful,38,US,6035.0,6035.0,5950.0
1283,1006567596,The Melody of Choice,Shorts,Film & Video,USD,6/1/2012,25000.0,5/4/2012 0:33,30255.0,successful,44,US,30255.0,30255.0,25000.0
1285,1006597254,SMALL HANDS,Shorts,Film & Video,AUD,12/8/2014,6500.0,11/10/2014 9:28,7672.0,successful,98,AU,6622.1,6344.17,5375.01
1287,1006607395,Arrangement - A Short Film,Shorts,Film & Video,USD,6/1/2012,1000.0,5/2/2012 0:56,1227.01,successful,36,US,1227.01,1227.01,1000.0
1290,1006623404,The Club,Documentary,Film & Video,USD,10/22/2011,15000.0,8/23/2011 17:49,15827.0,successful,171,US,15827.0,15827.0,15000.0
1321,1006762726,Off the Record - Pilot,Comedy,Film & Video,USD,5/31/2015,5500.0,5/21/2015 5:49,5650.0,successful,80,US,5650.0,5650.0,5500.0
1322,1006763072,DisEnchanted,Webseries,Film & Video,USD,2/17/2012,3500.0,1/18/2012 21:01,3553.0,successful,46,US,3553.0,3553.0,3500.0
1325,1006769193,A Beautiful Tragedy,Film & Video,Film & Video,USD,5/7/2012,11000.0,4/12/2012 20:30,11178.0,successful,43,US,11178.0,11178.0,11000.0
1337,1006879706,Meg's Senior Thesis Film Fundraiser!,Film & Video,Film & Video,USD,8/8/2010,1000.0,6/19/2010 17:01,1631.0,successful,19,US,1631.0,1631.0,1000.0
1340,1006881955,Thane of East County,Film & Video,Film & Video,USD,7/24/2014,20000.0,6/24/2014 21:05,25000.0,successful,160,US,25000.0,25000.0,20000.0
1350,1006925601,When I Leave,Drama,Film & Video,USD,3/11/2017,3000.0,1/26/2017 3:00,3653.5,successful,43,US,905.0,3653.5,3000.0
1367,100701747,Life With Hope Web Series,Webseries,Film & Video,USD,8/9/2012,3000.0,7/26/2012 21:37,3081.0,successful,26,US,3081.0,3081.0,3000.0
1375,1007045506,Beach City Con: A Steven Universe Fan Convention,Festivals,Film & Video,USD,10/31/2016,7000.0,9/1/2016 6:00,24056.0,successful,264,US,9517.0,24056.0,7000.0
1390,10071048,"YELLOW, A short film",Narrative Film,Film & Video,CAD,4/26/2017,20000.0,3/27/2017 21:12,23400.0,successful,255,CA,2123.3,17149.14,14657.38
1431,1007290270,Wiener Dog Internationals,Narrative Film,Film & Video,USD,5/24/2014,5000.0,4/24/2014 1:18,5130.0,successful,23,US,5130.0,5130.0,5000.0
1433,100729837,"""Enough."" Film",Drama,Film & Video,USD,12/11/2016,6000.0,11/11/2016 0:26,6945.0,successful,112,US,515.0,6945.0,6000.0
1453,100742490,Beyond The Bougainvillea - A Short Film,Drama,Film & Video,GBP,9/18/2015,1500.0,8/19/2015 17:44,1568.0,successful,32,GB,2443.8,2453.41,2347.01
1506,1007709039,"Support the Alzheimer's/FTD Documentary ""Susan's Story""",Documentary,Film & Video,USD,6/30/2016,5000.0,5/16/2016 2:15,6652.0,successful,60,US,6652.0,6652.0,5000.0
1525,1007805265,License to Operate,Documentary,Film & Video,USD,10/4/2013,50000.0,9/4/2013 20:44,50497.0,successful,97,US,50497.0,50497.0,50000.0
1544,1007882169,"New Video Music ""Struck You"" by City Kay",Music Videos,Film & Video,EUR,10/25/2015,2500.0,9/25/2015 15:37,2538.0,successful,52,FR,2838.01,2796.11,2754.24
1547,1007907274,Help us finish Last Christmas,Drama,Film & Video,NOK,6/15/2015,1000.0,5/16/2015 15:32,1950.0,successful,14,NO,264.55,249.65,128.03
1558,1007968792,Martini Lunch,Shorts,Film & Video,USD,10/28/2012,7500.0,10/2/2012 18:03,8852.89,successful,76,US,8852.89,8852.89,7500.0
1573,1008038017,Elephant in the Room,Documentary,Film & Video,USD,12/6/2012,9900.0,11/6/2012 0:50,10127.0,successful,46,US,10127.0,10127.0,9900.0
1575,1008056669,Brew Hampshire,Documentary,Film & Video,USD,7/5/2014,8000.0,6/5/2014 23:55,8585.0,successful,97,US,8585.0,8585.0,8000.0
1594,1008175271,Help Us Reopen the Osio Cinemas,Movie Theaters,Film & Video,USD,9/3/2015,70000.0,7/27/2015 7:54,76048.46,successful,621,US,76048.46,76048.46,70000.0
1642,100843721,DO Elephants Go To Heaven?,Documentary,Film & Video,USD,3/5/2015,50000.0,2/3/2015 13:02,57249.0,successful,581,US,57249.0,57249.0,50000.0
1647,100845355,Anarkali Blossoms,Shorts,Film & Video,USD,4/2/2012,3500.0,3/20/2012 6:15,4000.0,successful,55,US,4000.0,4000.0,3500.0
1652,1008469727,Gone Tomorrow,Thrillers,Film & Video,CAD,9/13/2014,30000.0,7/30/2014 3:24,31850.0,successful,71,CA,29455.83,29012.57,27327.38
1666,1008557091,"Knoxturnal makes ""Ode to A One Eyed Mule!""",Shorts,Film & Video,USD,8/26/2010,250.0,7/18/2010 1:35,340.0,successful,11,US,340.0,340.0,250.0
1683,100866883,The ORPHAN GIRL,Film & Video,Film & Video,USD,8/23/2014,38750.0,7/25/2014 6:16,51318.0,successful,263,US,51318.0,51318.0,38750.0
1688,1008683670,Smokescreen - Short Film,Shorts,Film & Video,GBP,5/11/2013,100.0,4/26/2013 12:32,164.5,successful,13,GB,251.98,250.6,152.34
1696,1008722008,"""Back to Life"" music video Kickstarter Fund",Shorts,Film & Video,USD,6/30/2013,4300.0,5/31/2013 20:56,4756.0,successful,101,US,4756.0,4756.0,4300.0
1700,1008731222,Worst Night To Grow A Pair - Frankenhuffer's EPIC short,Shorts,Film & Video,USD,4/8/2012,15000.0,3/6/2012 21:52,15940.0,successful,165,US,15940.0,15940.0,15000.0
1703,1008749119,Cheslie,Documentary,Film & Video,USD,6/7/2012,5000.0,5/8/2012 18:08,5249.0,successful,81,US,5249.0,5249.0,5000.0
1708,1008762911,Hala - a short film,Narrative Film,Film & Video,USD,9/2/2015,15000.0,8/3/2015 17:00,24123.0,successful,272,US,24123.0,24123.0,15000.0
1729,1008876088,Half-Share: A sitcom where the Cocktail is always Half-Full!,Webseries,Film & Video,USD,7/31/2011,4500.0,7/1/2011 19:05,7241.69,successful,102,US,7241.69,7241.69,4500.0
1740,1008929310,Sharing Their Stories: Documenting Crow Oral Histories,Documentary,Film & Video,USD,10/14/2013,2000.0,8/15/2013 15:24,2368.0,successful,46,US,2368.0,2368.0,2000.0
1746,1008942787,"""Lost & Found"" - a story of hope",Documentary,Film & Video,USD,4/29/2011,18000.0,3/29/2011 4:05,18007.0,successful,65,US,18007.0,18007.0,18000.0
1752,1008990990,Welcome to TATE'S (comicbook fanmade webseries),Webseries,Film & Video,USD,6/4/2014,6525.0,4/5/2014 23:14,7389.0,successful,160,US,7389.0,7389.0,6525.0
1779,1009138334,The Adventure of SEAWAY - A Short Film,Film & Video,Film & Video,USD,3/3/2014,4000.0,2/3/2014 21:12,4126.0,successful,44,US,4126.0,4126.0,4000.0
1782,1009148508,FALLING TO PIECES : A Short Film Comedy about Grief,Shorts,Film & Video,USD,8/9/2014,25000.0,7/10/2014 15:36,25769.0,successful,231,US,25769.0,25769.0,25000.0
1791,1009180713,One Year Sentence,Shorts,Film & Video,USD,1/8/2014,1500.0,12/7/2013 17:09,1575.0,successful,25,US,1575.0,1575.0,1500.0
1813,100928312,"""AISLE 2""- Short film",Shorts,Film & Video,USD,7/20/2013,7500.0,6/20/2013 16:21,7947.0,successful,49,US,7947.0,7947.0,7500.0
1816,1009297530,Tokens: A Short Film,Narrative Film,Film & Video,USD,10/15/2012,7500.0,9/10/2012 20:05,9186.0,successful,114,US,9186.0,9186.0,7500.0
1836,1009402357,LIBRE: fragments de communautés isolées de la Roumanie,Documentary,Film & Video,CAD,1/11/2015,5000.0,11/26/2014 23:23,5062.0,successful,66,CA,4485.38,4206.07,4154.55
1845,100947311,Albert Einstein: A Revolutionary,Documentary,Film & Video,USD,11/24/2012,20000.0,10/25/2012 0:24,20243.0,successful,82,US,20243.0,20243.0,20000.0
1848,1009505053,The United States of Autism,Documentary,Film & Video,USD,5/4/2012,10000.0,3/5/2012 22:02,10550.0,successful,199,US,10550.0,10550.0,10000.0
1876,1009696636,SUPER HERO  WEB SERIES - ALLEGIANCE OF POWERS,Webseries,Film & Video,USD,12/15/2012,500.0,11/30/2012 20:53,510.0,successful,4,US,510.0,510.0,500.0
1889,1009757842,Insight,Shorts,Film & Video,GBP,6/24/2013,1000.0,5/24/2013 10:00,1149.0,successful,20,GB,1726.97,1753.26,1525.9
1897,1009802597,The Wishing Horse,Shorts,Film & Video,GBP,1/3/2013,200.0,12/20/2012 23:15,335.0,successful,22,GB,544.68,536.63,320.37
1910,1009851439,Tradition is a Temple: a motion picture of New Orleans music,Shorts,Film & Video,USD,2/3/2011,30650.0,11/5/2010 19:56,30752.0,successful,287,US,30752.0,30752.0,30650.0
1927,1009936273,The Final Action of Ananias,Comedy,Film & Video,USD,5/23/2016,300.0,5/13/2016 21:58,425.67,successful,8,US,425.67,425.67,300.0
2009,1010493504,Dole: A Documentary,Documentary,Film & Video,USD,11/9/2011,16000.0,9/30/2011 2:05,16159.0,successful,136,US,16159.0,16159.0,16000.0
2023,1010578706,"""VICIOUS"" A Kwanza Jones Fan Video Directed By A 15 Year Old",Film & Video,Film & Video,USD,3/14/2013,500.0,2/25/2013 19:56,525.0,successful,13,US,525.0,525.0,500.0
2024,1010584633,"""A Fresh Start""",Shorts,Film & Video,USD,9/25/2011,3000.0,8/28/2011 21:27,3000.0,successful,24,US,3000.0,3000.0,3000.0
2025,1010591158,Oil & Water - A Documentary Film,Documentary,Film & Video,USD,2/28/2011,5000.0,1/29/2011 2:52,9661.0,successful,43,US,9661.0,9661.0,5000.0
2046,1010675304,People You Think You Know - an intimate look at U.S. / Iran relations,Documentary,Film & Video,USD,3/21/2010,5250.0,2/17/2010 0:33,5281.0,successful,45,US,5281.0,5281.0,5250.0
2049,10106921,Earlids,Shorts,Film & Video,USD,11/14/2013,1300.0,10/11/2013 0:47,1700.0,successful,26,US,1700.0,1700.0,1300.0
2068,1010766398,History of Punk Rock in Amarillo CIRCA 1986,Documentary,Film & Video,USD,6/18/2013,200.0,4/19/2013 15:42,1480.0,successful,10,US,1480.0,1480.0,200.0
2075,101080059,The Wars of Other Men: Film Fest & Con Promo Blitz,Shorts,Film & Video,USD,1/13/2012,3000.0,12/14/2011 20:03,6523.0,successful,101,US,6523.0,6523.0,3000.0
2098,101096588,Estoy aqui,Thrillers,Film & Video,MXN,6/17/2017,8000.0,5/18/2017 21:14,8401.0,successful,17,MX,0.0,465.56,443.34
2126,1011116615,Heart of the Beast,Narrative Film,Film & Video,USD,5/11/2014,4000.0,4/17/2014 20:54,4086.01,successful,74,US,4086.01,4086.01,4000.0
2127,1011121722,Just About Famous,Film & Video,Film & Video,USD,6/15/2010,1500.0,4/14/2010 6:03,1600.0,successful,25,US,1600.0,1600.0,1500.0
2143,1011198274,HAMMER HORROR: THE WARNER BROS YEARS,Documentary,Film & Video,USD,11/18/2015,22000.0,10/19/2015 23:52,32942.0,successful,586,US,32942.0,32942.0,22000.0
2171,1011357989,Incoginto Cinema Warriors XP (Season 2),Film & Video,Film & Video,USD,10/10/2011,4000.0,8/31/2011 2:52,4382.0,successful,56,US,4382.0,4382.0,4000.0
2185,1011430787,Courageous Lion Cinema's 2015 48 Hour Film,Film & Video,Film & Video,USD,7/3/2015,1000.0,6/26/2015 21:56,1435.0,successful,27,US,1435.0,1435.0,1000.0
2205,1011524428,Bad Exorcists,Narrative Film,Film & Video,USD,10/5/2013,20000.0,9/4/2013 9:16,21965.41,successful,255,US,21965.41,21965.41,20000.0
2219,101158548,Our Two Hands,Documentary,Film & Video,USD,7/23/2014,20000.0,6/23/2014 9:06,20491.01,successful,137,US,20491.01,20491.01,20000.0
2220,1011587111,Wild for Otters!,Film & Video,Film & Video,USD,9/30/2013,27000.0,8/24/2013 18:48,27846.0,successful,289,US,27846.0,27846.0,27000.0
2226,1011614416,Emerson ASB 2011 Documentary,Documentary,Film & Video,USD,3/4/2011,2000.0,12/28/2010 22:13,2000.0,successful,46,US,2000.0,2000.0,2000.0
2248,1011709031,Student Film: Palisades,Drama,Film & Video,USD,3/12/2017,200.0,2/26/2017 20:21,325.0,successful,9,US,250.0,325.0,200.0
2265,1011774563,MY SON,Shorts,Film & Video,USD,12/19/2013,3500.0,11/19/2013 4:17,3500.99,successful,53,US,3500.99,3500.99,3500.0
2279,1011830662,Red Sky Morning,Shorts,Film & Video,USD,12/19/2012,1500.0,11/27/2012 5:32,1525.0,successful,23,US,1525.0,1525.0,1500.0
2282,1011839035,The Crush Series,Film & Video,Film & Video,USD,10/3/2013,4500.0,9/20/2013 7:38,4631.0,successful,98,US,4631.0,4631.0,4500.0
2290,1011863247,Portland Lesbian & Gay Film Festival's Filmmaker Fund,Film & Video,Film & Video,USD,9/24/2011,1900.0,8/25/2011 19:59,1903.0,successful,35,US,1903.0,1903.0,1900.0
2297,1011898828,A Strange and Marvellous Adventure - Film,Film & Video,Film & Video,GBP,7/31/2013,300.0,6/18/2013 11:48,335.0,successful,19,GB,526.31,507.61,454.57
2299,101190811,The Renata Road - Feature Film,Narrative Film,Film & Video,GBP,10/6/2013,10000.0,9/1/2013 1:03,10317.0,successful,141,GB,16004.78,16485.31,15978.78
2302,1011939423,The Process - A USC Thesis Film,Thrillers,Film & Video,USD,11/24/2015,7000.0,11/10/2015 22:04,7749.0,successful,111,US,7749.0,7749.0,7000.0
2310,1011971056,STACY,Shorts,Film & Video,USD,4/25/2014,10000.0,3/26/2014 20:20,10056.0,successful,38,US,10056.0,10056.0,10000.0
2325,1012052985,MOVING ON–The Short Film,Science Fiction,Film & Video,USD,7/1/2015,5400.0,5/28/2015 19:44,5662.0,successful,43,US,5662.0,5662.0,5400.0
2328,1012070871,FATHOMS - an animated sci-fi film with heart,Animation,Film & Video,USD,7/28/2011,7500.0,6/28/2011 3:11,19631.22,successful,145,US,19631.22,19631.22,7500.0
2329,1012071398,AMERICAN DREAM: ILLUSION OR REALITY?  A Documentary About the Pursuit of Success,Documentary,Film & Video,USD,9/25/2009,4000.0,9/3/2009 6:52,4100.0,successful,46,US,4100.0,4100.0,4000.0
