,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
982,1004990910,Een leven lang FLOW,Nonfiction,Publishing,EUR,10/30/2016,10000.0,10/6/2016 18:39,10317.0,successful,56,NL,3540.04,11444.64,11092.99
1040,1005236469,Amazing Tales of The Wasted Lands inaugural issue pre-sale!,Fiction,Publishing,USD,8/19/2017,5000.0,7/20/2017 10:15,6442.0,successful,139,US,429.0,6442.0,5000.0
1046,1005247768,Norman Einstein's NORMANTHOLOGY,Nonfiction,Publishing,USD,9/7/2012,2000.0,8/8/2012 23:39,2661.32,successful,111,US,2661.32,2661.32,2000.0
1063,1005349963,"Cirsova 2017 (#s 5 & 6): Lovecraft, Swords and Space Ships!",Zines,Publishing,USD,2/25/2017,2000.0,1/25/2017 17:53,2517.0,successful,136,US,1057.0,2517.0,2000.0
1092,1005482513,The Riddle of the Sphinx,Art Books,Publishing,USD,11/2/2012,2000.0,10/12/2012 11:50,2315.0,successful,17,US,2315.0,2315.0,2000.0
1106,1005574462,Professor Vogel's Alternative History Machine I&A Issue III,Art Books,Publishing,USD,8/31/2011,800.0,8/9/2011 8:57,2800.0,successful,54,US,2800.0,2800.0,800.0
1117,1005657932,"""Beast of Spearpointe"" book 1 of 10 New Epic Fantasy Series",Fiction,Publishing,USD,5/2/2013,4000.0,3/18/2013 0:59,4088.0,successful,88,US,4088.0,4088.0,4000.0
1120,1005692400,Humans Wanted: A SF Anthology,Anthologies,Publishing,USD,7/16/2016,10000.0,6/16/2016 17:59,10277.0,successful,252,US,2279.0,10277.0,10000.0
1413,1007206863,The Aweful Dead,Art Books,Publishing,USD,11/3/2017,4200.0,10/4/2017 6:32,4371.0,successful,70,US,1541.0,4371.0,4200.0
1446,1007387680,MSPI Life: No dairy. No soy. No regrets.,Nonfiction,Publishing,USD,11/16/2015,2500.0,10/15/2015 6:21,2637.0,successful,35,US,2637.0,2637.0,2500.0
1459,1007452207,The Vanity of Life,Fiction,Publishing,USD,4/18/2012,3412.0,3/19/2012 19:18,3740.87,successful,50,US,3740.87,3740.87,3412.0
1496,1007688809,A Skyboat Audiobook of Harlan Ellison's Star Trek Teleplay,Radio & Podcasts,Publishing,USD,3/19/2016,15000.0,2/18/2016 1:36,21807.0,successful,391,US,21807.0,21807.0,15000.0
1513,1007746177,VEG - Gaming Evolved,Fiction,Publishing,USD,12/1/2015,4000.0,10/20/2015 7:21,4296.0,successful,48,US,4296.0,4296.0,4000.0
1524,1007794542,Lyonesse - Making Short Fiction Great Again,Fiction,Publishing,USD,12/31/2016,600.0,12/1/2016 6:27,1172.0,successful,37,US,0.0,1172.0,600.0
1565,1007988914,The Mines of Light,Children's Books,Publishing,USD,10/14/2014,75000.0,8/15/2014 10:44,121166.59,successful,505,US,121166.59,121166.59,75000.0
1589,1008150076,A (Very) Different Kind of Book,Publishing,Publishing,USD,8/18/2017,11000.0,7/24/2017 16:18,11526.0,successful,37,US,179.0,11526.0,11000.0
1631,1008397415,Sasha Tech Savvy Loves to Code: A STEM Children's Book,Children's Books,Publishing,USD,3/1/2017,5000.0,1/15/2017 16:21,17602.0,successful,529,US,342.0,17602.0,5000.0
1637,1008422580,Americaland: The Price of Free Dumb,Art Books,Publishing,USD,6/28/2013,1500.0,5/29/2013 19:01,2063.96,successful,68,US,2063.96,2063.96,1500.0
1699,100872615,Land of a Thousand Bridges June Millington autobiography,Nonfiction,Publishing,USD,9/11/2014,25000.0,7/13/2014 7:51,30585.11,successful,311,US,30585.11,30585.11,25000.0
1778,1009135169,Taiwan is My Home: Stories of the Black and Latino Diaspora,Nonfiction,Publishing,USD,12/4/2013,5000.0,11/5/2013 1:31,6250.88,successful,83,US,6250.88,6250.88,5000.0
1788,1009173491,Un toit entre nous et le ciel,Children's Books,Publishing,EUR,11/25/2017,650.0,11/10/2017 12:20,971.0,successful,36,FR,118.28,1154.03,772.52
1796,1009207392,M?ori Weaving with Erenora Puketapu-Hetet,Art Books,Publishing,NZD,7/14/2016,10000.0,6/29/2016 23:24,11416.0,successful,128,NZ,1966.69,8178.24,7163.84
1812,1009271436,The Modern Maker Pattern Manual: 1580-1640,Academic,Publishing,USD,5/31/2015,10000.0,4/21/2015 20:41,50653.0,successful,719,US,50653.0,50653.0,10000.0
1853,1009554564,Eden vs The Baby - A Children's book,Children's Books,Publishing,USD,11/16/2016,6200.0,10/17/2016 18:33,6569.0,successful,118,US,413.0,6569.0,6200.0
1968,1010274488,Epic journeys of a scientific fantasy adventurer - eBook,Fiction,Publishing,CAD,6/19/2014,11250.0,5/14/2014 2:36,12801.0,successful,160,CA,11743.51,11837.43,10403.18
1995,1010416435,Publishing My First Novel: Couple Friends,Fiction,Publishing,USD,6/1/2012,4000.0,5/1/2012 15:14,4082.0,successful,71,US,4082.0,4082.0,4000.0
2007,1010485287,Driven By Hope: A true story of defying all odds,Nonfiction,Publishing,USD,4/24/2016,30000.0,3/10/2016 8:12,30230.0,successful,167,US,30230.0,30230.0,30000.0
2011,1010516592,A £13 Poem,Poetry,Publishing,GBP,2/14/2015,13.0,2/8/2015 20:04,125.49,successful,17,GB,191.26,192.95,19.99
2021,1010557781,"""A World of Art"" Children's Book",Children's Books,Publishing,USD,5/2/2015,500.0,4/2/2015 22:25,725.0,successful,18,US,725.0,725.0,500.0
2079,1010822477,Finding Petronella,Nonfiction,Publishing,USD,12/20/2013,12000.0,11/19/2013 8:11,14051.11,successful,242,US,14051.11,14051.11,12000.0
2084,1010880803,"""The Colorful Word"" -- a scripture coloring book and journal",Art Books,Publishing,USD,11/2/2016,3600.0,10/10/2016 15:02,4603.0,successful,135,US,2083.0,4603.0,3600.0
2092,1010918879,Democracy for toddlers,Children's Books,Publishing,GBP,11/21/2013,2000.0,10/22/2013 22:37,2191.22,successful,121,GB,3541.46,3549.97,3240.18
2145,101119993,Kick It! A Multimedia Kickstarter Anthology,Publishing,Publishing,USD,7/1/2013,100.0,5/17/2013 1:19,366.0,successful,14,US,366.0,366.0,100.0
2161,1011301652,Absolute Zero: Cyberpunk Science Fiction Novel,Fiction,Publishing,USD,5/13/2017,100.0,4/28/2017 20:33,615.0,successful,21,US,207.0,615.0,100.0
2165,1011325063,The Customer Experience Book,Publishing,Publishing,GBP,10/14/2017,9000.0,9/14/2017 11:21,9030.0,successful,110,GB,845.23,11907.27,11867.71
2169,1011348775,The Little Guy and the Creature,Children's Books,Publishing,USD,7/1/2017,4000.0,6/13/2017 22:05,4645.0,successful,68,US,2190.0,4645.0,4000.0
2233,1011653178,Positive Intention Workbook App,Publishing,Publishing,USD,6/13/2013,3000.0,5/14/2013 19:13,3105.0,successful,44,US,3105.0,3105.0,3000.0
2262,1011761722,Freestyle magazine Issue 4,Art Books,Publishing,GBP,5/27/2013,15000.0,4/17/2013 20:04,15056.88,successful,97,GB,23007.84,22940.32,22853.66
2300,1011919830,"""On The One"" A Marvellous Book, about Prince, by Blule",Art Books,Publishing,AUD,11/2/2017,83121.0,10/3/2017 13:09,102909.06,successful,285,AU,34063.49,79002.81,63811.61
2316,1012008898,Essays on Product Management,Nonfiction,Publishing,USD,4/2/2017,1000.0,3/26/2017 20:03,2884.42,successful,262,US,1766.0,2884.42,1000.0
2367,1012291585,you're COLOR - A children's book about finding happiness,Children's Books,Publishing,USD,6/26/2011,1500.0,5/26/2011 20:18,2696.0,successful,50,US,2696.0,2696.0,1500.0
2378,1012334626,SUPERCOLOR,Art Books,Publishing,USD,9/3/2015,3500.0,8/13/2015 3:00,3640.0,successful,60,US,3640.0,3640.0,3500.0
2379,1012337490,Skinny Dipper -- Issue One,Zines,Publishing,USD,4/26/2017,5000.0,3/27/2017 4:39,6509.0,successful,143,US,1797.0,6509.0,5000.0
2407,1012476244,Punnies,Art Books,Publishing,USD,10/1/2014,11000.0,8/3/2014 4:30,12023.0,successful,271,US,12023.0,12023.0,11000.0
2453,101272268,Writing a children's book for my stepdaughter,Nonfiction,Publishing,USD,12/6/2015,200.0,11/6/2015 4:00,200.0,successful,1,US,200.0,200.0,200.0
2558,1013176158,So Far from Story Street:  A Novel,Fiction,Publishing,USD,11/25/2012,3000.0,10/26/2012 17:15,3106.0,successful,17,US,3106.0,3106.0,3000.0
2607,1013390389,Unwinnable Weekly,Periodicals,Publishing,USD,4/18/2014,35000.0,3/17/2014 22:30,38890.36,successful,931,US,38890.36,38890.36,35000.0
2625,1013454832,Book One: The Great Scrolls,Fiction,Publishing,USD,6/5/2014,550.0,5/6/2014 14:58,560.0,successful,7,US,560.0,560.0,550.0
2628,1013465063,Welcome To Undershaw - Sherlock's Home,Publishing,Publishing,GBP,9/4/2016,500.0,8/15/2016 17:16,821.0,successful,32,GB,135.67,1094.04,666.28
2629,1013466522,'What Was Felt Back Then' A poetry anthology by Liam Fleming,Poetry,Publishing,CAD,10/8/2017,700.0,9/26/2017 6:43,1023.0,successful,30,CA,46.22,818.47,560.04
2658,1013606032,The Havel Collection,Translations,Publishing,USD,11/9/2012,2000.0,10/9/2012 16:05,2170.0,successful,35,US,2170.0,2170.0,2000.0
2682,1013715797,Gretchen E. Henderson's The House Enters the Street,Fiction,Publishing,USD,7/4/2012,1500.0,6/2/2012 20:24,1540.0,successful,34,US,1540.0,1540.0,1500.0
2741,1014129451,Love & Joy: An Orthodox Children's Calendar 2018,Calendars,Publishing,USD,7/1/2017,5750.0,6/1/2017 14:35,8131.0,successful,153,US,1534.0,8131.0,5750.0
2763,1014247553,A photoessay book about living well with bipolar disorder.,Art Books,Publishing,USD,10/30/2009,1135.0,8/20/2009 1:51,1495.0,successful,31,US,1495.0,1495.0,1135.0
2786,101437480,[ours] Hyper-Localization of Sustainable Architecture,Nonfiction,Publishing,USD,8/31/2012,10000.0,7/29/2012 18:42,10311.0,successful,62,US,10311.0,10311.0,10000.0
2802,101446102,Wake Me When It's Over,Publishing,Publishing,USD,3/1/2012,5000.0,1/30/2012 18:19,5686.0,successful,78,US,5686.0,5686.0,5000.0
2805,1014484600,The Bike House coop 'zine,Nonfiction,Publishing,USD,6/23/2011,700.0,6/11/2011 6:05,1027.0,successful,25,US,1027.0,1027.0,700.0
2817,1014577403,Rock Paper Books - 30 artists reimagining the classics,Publishing,Publishing,USD,3/18/2016,20000.0,2/23/2016 15:16,25855.0,successful,395,US,25855.0,25855.0,20000.0
2830,1014686065,Publish Poor Millionaires by Nathan Roberts & Michael Kimpur,Nonfiction,Publishing,USD,8/9/2014,5000.0,7/7/2014 4:53,5294.0,successful,75,US,5294.0,5294.0,5000.0
2912,1015032604,A Peacock Among Pigeons,Children's Books,Publishing,USD,4/24/2015,5000.0,3/22/2015 17:22,7775.0,successful,102,US,7775.0,7775.0,5000.0
3016,1015592061,KANYE'S PUG CALENDAR - 2014% AWESOME,Calendars,Publishing,USD,12/15/2013,1500.0,12/5/2013 22:47,22706.0,successful,1094,US,22706.0,22706.0,1500.0
3042,1015721140,Artenol Magazine,Periodicals,Publishing,USD,7/24/2016,7500.0,6/24/2016 13:19,8251.0,successful,31,US,1556.0,8251.0,7500.0
3087,1015918356,DashBurst: Where Social Media Meets Design,Publishing,Publishing,USD,5/21/2014,15000.0,4/21/2014 15:00,15529.0,successful,127,US,15529.0,15529.0,15000.0
3089,1015940100,Occult Detective Quarterly Presents,Anthologies,Publishing,USD,12/20/2017,2000.0,11/20/2017 1:11,2924.0,successful,75,US,1162.0,2924.0,2000.0
3102,1016006227,Not Our Kind: Tales of (Not) Belonging - New Fiction Stories,Anthologies,Publishing,USD,11/10/2014,7000.0,10/5/2014 23:44,7437.5,successful,289,US,7437.5,7437.5,7000.0
3150,1016242864,Ugo - a Pilgrimage & Novel,Fiction,Publishing,USD,10/16/2017,3192.0,9/25/2017 19:40,6824.0,successful,83,US,100.0,6824.0,3192.0
3316,1017132344,Princes of the Universe: a Nino Malong Art Book,Art Books,Publishing,USD,9/5/2016,1200.0,7/31/2016 21:03,1670.0,successful,39,US,201.0,1670.0,1200.0
3383,1017456318,INCURSION: Faeblade,Fiction,Publishing,USD,9/22/2016,500.0,8/23/2016 0:05,679.0,successful,12,US,35.0,679.0,500.0
3403,1017524619,Casa de los Amigos - the book,Nonfiction,Publishing,USD,4/29/2016,11500.0,3/24/2016 6:18,12100.0,successful,147,US,12100.0,12100.0,11500.0
3407,1017533333,Immortal Prosperity: First Dragon & Phoenix Coloring Book,Art Books,Publishing,USD,11/26/2016,3888.0,10/27/2016 0:55,8377.0,successful,198,US,2414.0,8377.0,3888.0
3426,1017628052,The Future Sausage,Publishing,Publishing,EUR,5/14/2017,25000.0,4/3/2017 14:27,25376.0,successful,133,NL,0.0,28367.97,27947.64
3438,1017677782,Keep DVQ Alive!,Periodicals,Publishing,USD,11/10/2011,350.0,10/11/2011 0:40,665.0,successful,31,US,665.0,665.0,350.0
3486,1017960054,Stingrays Poetry Collection (Feel The Sting),Poetry,Publishing,USD,12/14/2016,700.0,11/11/2016 12:55,826.0,successful,27,US,70.0,826.0,700.0
3509,1018053755,Bobby's Biggest Bubble: A really BIG tale!,Children's Books,Publishing,USD,6/1/2012,5500.0,5/2/2012 23:40,5675.0,successful,79,US,5675.0,5675.0,5500.0
3510,1018057143,It's Different Every Day Calendar,Calendars,Publishing,USD,11/20/2014,5000.0,10/20/2014 17:42,6249.11,successful,151,US,6249.11,6249.11,5000.0
3533,1018213927,Create & Orchestrate,Academic,Publishing,USD,7/23/2015,20000.0,6/23/2015 16:58,36192.0,successful,396,US,36192.0,36192.0,20000.0
3553,1018374983,The Recollectors: Remembering Parents Lost to AIDS,Nonfiction,Publishing,USD,4/17/2014,10000.0,4/2/2014 4:35,13824.33,successful,235,US,13824.33,13824.33,10000.0
3588,1018582183,The Magnificent Race #2,Children's Books,Publishing,USD,11/4/2014,11333.0,10/9/2014 17:52,12083.0,successful,100,US,12083.0,12083.0,11333.0
3615,1018673331,Love & Hope in the NICU,Publishing,Publishing,USD,3/10/2012,2500.0,2/6/2012 16:53,2665.0,successful,37,US,2665.0,2665.0,2500.0
3621,1018709389,MX Book of New Sherlock Holmes Stories Volume 6,Publishing,Publishing,GBP,2/26/2017,500.0,1/27/2017 11:04,3432.0,successful,141,GB,2754.2,4198.83,611.72
3631,1018744136,21 Revolutions,Publishing,Publishing,GBP,2/11/2014,5000.0,12/13/2013 16:12,5839.0,successful,187,GB,9552.42,9756.22,8354.36
3635,1018767724,Anne Hawksmoor - Time in the Tower,Children's Books,Publishing,USD,8/23/2012,19500.0,7/9/2012 22:45,19796.0,successful,160,US,19796.0,19796.0,19500.0
3660,1018903761,"The Genealogy of the House of O’Reilly, Breifne, Co. Cavan",Nonfiction,Publishing,GBP,8/11/2017,2900.0,6/24/2017 12:40,3088.0,successful,19,GB,0.0,4008.0,3763.99
3683,1019031457,The Dangerpod podcast needs new equipment,Radio & Podcasts,Publishing,USD,12/12/2015,850.0,11/12/2015 23:57,850.0,successful,6,US,850.0,850.0,850.0
3774,1019464787,The Women of Oregon-Track&Field Pioneers-A History-1928-2012,Nonfiction,Publishing,USD,4/15/2012,6000.0,2/16/2012 8:22,6032.0,successful,72,US,6032.0,6032.0,6000.0
3776,1019468919,OF THIEVES AND ELVES (a fantasy novella by A.P. Stephens),Publishing,Publishing,USD,1/5/2012,1500.0,11/5/2011 23:57,1615.0,successful,23,US,1615.0,1615.0,1500.0
3797,1019547173,Color Me Chincoteague: A coloring book for an island we love,Children's Books,Publishing,USD,8/1/2015,3000.0,7/1/2015 16:06,5230.0,successful,111,US,5230.0,5230.0,3000.0
3800,1019552425,An Adventure Poetry Book: You Had Me At Topography,Poetry,Publishing,USD,9/24/2016,1500.0,8/10/2016 22:35,2851.0,successful,84,US,233.0,2851.0,1500.0
3839,1019736572,Zandrael: Being Human is Overrated,Young Adult,Publishing,USD,12/6/2016,4067.0,11/14/2016 18:27,4122.12,successful,49,US,1102.0,4122.12,4067.0
3897,1020083680,More Charlotte From A Tour Guide's Perspective,Nonfiction,Publishing,USD,12/20/2012,135.0,11/20/2012 17:31,150.0,successful,5,US,150.0,150.0,135.0
3899,1020088111,13 Years in America,Fiction,Publishing,USD,12/11/2011,200.0,10/25/2011 4:37,323.0,successful,14,US,323.0,323.0,200.0
3937,1020286603,Boek 'Hoge nood wordt deugd: verhaal van een Crohn-getuige',Nonfiction,Publishing,EUR,5/20/2015,3000.0,4/20/2015 21:53,3087.5,successful,73,NL,3336.59,3446.87,3349.19
3950,1020337741,This Train Is Definitely Crashing: CrewSC Away Days,Anthologies,Publishing,USD,1/13/2016,1250.0,12/24/2015 1:11,1415.0,successful,36,US,1415.0,1415.0,1250.0
4006,1020593363,Apocalypse Now: Poems and Prose from the End of Days,Fiction,Publishing,USD,12/3/2012,4800.0,11/9/2012 23:32,5626.0,successful,226,US,5626.0,5626.0,4800.0
4010,1020609640,Just-Me and Thinking-About-You,Children's Books,Publishing,USD,10/4/2017,500.0,9/15/2017 13:13,576.0,successful,13,US,158.0,576.0,500.0
4044,1020747660,Flora As A Second Language (A Memoir),Publishing,Publishing,USD,10/28/2014,800.0,10/16/2014 22:55,1116.0,successful,26,US,1116.0,1116.0,800.0
4070,1020919667,#Bully — How Bullies Win At Everyone Else's Expense,Comedy,Publishing,USD,6/2/2017,1000.0,5/3/2017 22:58,1605.0,successful,41,US,105.0,1605.0,1000.0
4100,1021062253,ATNAS the South Pole Elf - Children's Book,Children's Books,Publishing,USD,9/29/2016,3098.0,9/17/2016 14:39,3098.0,successful,68,US,176.0,3098.0,3098.0
4123,1021196058,"Chinese Mandarin Characters ""The Adventures of Zhui Ya""",Publishing,Publishing,USD,10/29/2016,1000.0,9/14/2016 18:26,2319.0,successful,27,US,372.0,2319.0,1000.0
4293,1022051478,The Stranger: Book 1 - The Island,Fiction,Publishing,USD,1/31/2014,2500.0,12/30/2013 21:47,2621.0,successful,48,US,2621.0,2621.0,2500.0
4392,1022518377,A Great Expectancy Of Zombies,Fiction,Publishing,GBP,7/10/2013,500.0,6/10/2013 21:17,500.0,successful,7,GB,777.88,755.42,755.42
4490,1022935400,Cloud Tales: Publish First Book & Beta App in 90 Days,Publishing,Publishing,USD,4/4/2015,2800.0,3/3/2015 10:22,2969.0,successful,51,US,2969.0,2969.0,2800.0
4546,1023211490,Support Family Values in Mainstream Fiction,Fiction,Publishing,USD,7/23/2012,1474.0,7/5/2012 18:36,1539.0,successful,16,US,1539.0,1539.0,1474.0
4565,1023325541,Princess - An art book by @findyoursmile,Art Books,Publishing,USD,8/7/2017,2000.0,7/7/2017 5:55,27039.0,successful,452,US,6769.0,27039.0,2000.0
4571,1023350925,The Android's Astrological Companion,Art Books,Publishing,USD,10/22/2014,6000.0,9/18/2014 0:04,10492.22,successful,202,US,10492.22,10492.22,6000.0
4592,1023479577,Breaking The Girl - The Very Beginning,Fiction,Publishing,USD,2/24/2015,150.0,2/18/2015 19:43,1320.0,successful,27,US,1320.0,1320.0,150.0
4633,102364890,A Special Family - picture book for children in the military,Children's Books,Publishing,USD,6/1/2014,8000.0,4/28/2014 15:34,8350.0,successful,33,US,8350.0,8350.0,8000.0
4650,1023739139,Five Million People. One Book.,Nonfiction,Publishing,USD,1/20/2011,3000.0,11/21/2010 4:32,4050.0,successful,51,US,4050.0,4050.0,3000.0
4676,1023799192,English Diction and Enunciation for North American Singers,Nonfiction,Publishing,USD,12/24/2013,1500.0,11/24/2013 16:06,1765.0,successful,38,US,1765.0,1765.0,1500.0
4693,1023899010,The Boss Planner: An Outspoken Guide to Getting Shit Done,Calendars,Publishing,USD,10/30/2016,18286.0,9/30/2016 18:00,21421.0,successful,390,US,8241.0,21421.0,18286.0
4700,1023944691,We're Not So Different After All,Children's Books,Publishing,USD,4/1/2015,15000.0,3/1/2015 14:31,17588.0,successful,204,US,17588.0,17588.0,15000.0
4728,102405609,The Grump King (Children's Book),Children's Books,Publishing,USD,8/1/2016,10000.0,7/2/2016 21:32,10038.0,successful,105,US,2515.0,10038.0,10000.0
4754,102418742,The God Circle: The Search for the Logical Christian Faith,Nonfiction,Publishing,USD,2/6/2012,1000.0,1/7/2012 3:09,1088.0,successful,23,US,1088.0,1088.0,1000.0
4760,1024240211,Swing the Fly Magazine,Publishing,Publishing,USD,12/22/2015,15000.0,11/30/2015 15:58,19556.0,successful,205,US,19556.0,19556.0,15000.0
4770,1024286668,"""What I Learned from Cancer"":  a publishing project",Nonfiction,Publishing,CAD,5/13/2014,8000.0,4/12/2014 7:16,9077.0,successful,103,CA,8307.58,8345.13,7354.97
4787,1024392019,FBA Master Online Selling Book #1 - Selling on Amazon,Nonfiction,Publishing,USD,3/9/2015,1000.0,2/7/2015 1:38,1680.0,successful,49,US,1680.0,1680.0,1000.0
4814,1024562430,My Day... A Long Distance Lullaby,Children's Books,Publishing,USD,10/28/2015,500.0,8/30/2015 0:36,1917.0,successful,42,US,1917.0,1917.0,500.0
4815,1024567422,A Natural History of the Fantastic,Art Books,Publishing,USD,7/28/2015,4000.0,6/28/2015 0:30,12674.0,successful,199,US,12674.0,12674.0,4000.0
4824,1024599812,Rock Star!,Children's Books,Publishing,USD,11/5/2014,7000.0,10/6/2014 23:56,7282.0,successful,97,US,7282.0,7282.0,7000.0
4952,1025270510,Stand Up and Stand Out,Nonfiction,Publishing,USD,8/6/2012,10000.0,7/7/2012 19:21,10016.0,successful,99,US,10016.0,10016.0,10000.0
5041,1025750594,MRSter.com / For LGBT & straight couples planning a wedding,Publishing,Publishing,USD,7/8/2015,11400.0,6/3/2015 20:20,12025.0,successful,67,US,12025.0,12025.0,11400.0
5095,1026038129,The America Poems,Poetry,Publishing,USD,5/19/2013,500.0,4/19/2013 15:11,650.0,successful,29,US,650.0,650.0,500.0
5127,1026183893,Project: FUN NUN,Publishing,Publishing,USD,4/4/2014,700.0,3/5/2014 19:48,1101.0,successful,31,US,1101.0,1101.0,700.0
5135,1026209540,Unapologetic Beauty: A Book Redefining Female Beauty,Art Books,Publishing,USD,4/27/2016,6000.0,3/28/2016 6:15,6221.0,successful,76,US,6221.0,6221.0,6000.0
5162,1026312770,Going Hollywood,Nonfiction,Publishing,USD,6/11/2011,5500.0,5/12/2011 5:51,5562.0,successful,125,US,5562.0,5562.0,5500.0
5247,1026735199,Locked Up,Fiction,Publishing,USD,5/22/2014,700.0,4/22/2014 16:07,1058.0,successful,92,US,1058.0,1058.0,700.0
5275,102691588,"Russian for Babies, Mommies & Daddies",Children's Books,Publishing,USD,6/25/2014,3200.0,5/21/2014 15:04,3205.0,successful,23,US,3205.0,3205.0,3200.0
5278,1026921666,"Thomas Ligotti ""Death Poems"" Updated Deluxe Edition!",Fiction,Publishing,USD,5/3/2013,5000.0,4/3/2013 1:25,5161.0,successful,75,US,5161.0,5161.0,5000.0
5346,1027220566,12 for '12 (3.0): Dangerous Games Novels,Fiction,Publishing,USD,6/18/2012,10000.0,5/16/2012 21:15,18001.87,successful,389,US,18001.87,18001.87,10000.0
5347,1027242401,Fishing on Facebook: A Writing Yoga Memoir,Nonfiction,Publishing,USD,12/5/2011,1000.0,11/23/2011 15:48,1102.0,successful,39,US,1102.0,1102.0,1000.0
5401,1027544503,The Wrong Kind of Muslim: An Untold Story of Persecution,Nonfiction,Publishing,USD,7/5/2012,6000.0,6/1/2012 17:37,15114.86,successful,305,US,15114.86,15114.86,6000.0
5454,1027834457,Print Release of 13 Treasures - Book Three,Fiction,Publishing,USD,5/3/2012,500.0,4/3/2012 3:53,650.0,successful,21,US,650.0,650.0,500.0
5603,102873528,A Culinary Odyssey,Publishing,Publishing,USD,12/21/2011,10000.0,11/9/2011 18:51,10022.0,successful,158,US,10022.0,10022.0,10000.0
