,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
915,1004560254,ExoSkeleton Assault Squad and Hura Technocracy - 15mm Sci-Fi,Tabletop Games,Games,USD,8/1/2014,1750.0,7/2/2014 5:01,4245.0,successful,93,US,4245.0,4245.0,1750.0
923,1004621325,Disgruntled Decks: The Original Card Game For Veterans.,Playing Cards,Games,USD,3/3/2016,15000.0,2/2/2016 12:39,147526.0,successful,3527,US,147526.0,147526.0,15000.0
930,1004649506,Pixel Press: Draw Your Own Video Game,Video Games,Games,USD,6/14/2013,100000.0,5/7/2013 6:56,108950.86,successful,2256,US,108950.86,108950.86,100000.0
967,1004911835,The Shattered Shards 3D Printable Fantasy War Games Scenery,Tabletop Games,Games,GBP,11/21/2017,500.0,11/6/2017 19:06,5231.0,successful,86,GB,2277.01,6971.32,666.35
980,1004988635,Prelude - Psychological Survival Horror Game,Video Games,Games,MXN,10/27/2017,5000.0,9/27/2017 9:39,5050.0,successful,25,MX,25.12,262.2,259.61
1012,1005125521,1862 Railway mania in the Eastern Counties,Tabletop Games,Games,GBP,7/16/2013,12000.0,6/30/2013 13:21,18312.0,successful,139,GB,27862.86,27944.45,18312.22
1016,100513718,Sprite Lamp - Dynamic lighting for 2D art,Video Games,Games,AUD,12/13/2013,6000.0,11/13/2013 0:05,30353.8,successful,547,AU,28480.84,27135.53,5363.85
1058,1005292230,Saga of the Splintered Realm,Tabletop Games,Games,USD,4/13/2014,1000.0,3/14/2014 1:53,3438.13,successful,99,US,3438.13,3438.13,1000.0
1105,100555757,Covalence: A Molecule Building Game,Tabletop Games,Games,USD,11/5/2015,7500.0,10/6/2015 9:24,38317.0,successful,1447,US,38317.0,38317.0,7500.0
1113,1005617151,The King's Guild,Tabletop Games,Games,USD,9/21/2017,20000.0,8/22/2017 19:02,84138.42,successful,1588,US,37933.0,84138.42,20000.0
1179,1005979441,Mottainai,Tabletop Games,Games,USD,6/4/2015,5000.0,5/19/2015 18:59,66988.0,successful,2485,US,66988.0,66988.0,5000.0
1185,1006008989,War for the Overworld,Video Games,Games,GBP,1/3/2013,150000.0,11/29/2012 19:11,211371.5,successful,8351,GB,338527.51,338589.87,240280.65
1207,1006111903,Wild Cards- Playing Card Games,Tabletop Games,Games,USD,10/14/2011,1000.0,9/14/2011 23:11,1155.23,successful,37,US,1155.23,1155.23,1000.0
1224,100620160,Darklands: Starter Hosts,Tabletop Games,Games,GBP,1/17/2017,10000.0,1/4/2017 18:39,15806.0,successful,157,GB,3517.86,19406.25,12277.77
1232,1006243575,Double-Sided PLUSH Terrain Mats by Cigar Box Battle Mats,Tabletop Games,Games,USD,9/1/2017,1500.0,7/26/2017 3:33,71293.0,successful,391,US,2791.0,71293.0,1500.0
1275,1006492574,"TheXLC Pre-Printed MDF Wargame Terrain. Quick, Robust, 28mm",Tabletop Games,Games,GBP,11/22/2014,2500.0,11/1/2014 10:46,7553.0,successful,97,GB,12076.68,11855.1,3923.97
1281,1006519656,Bucket of Doom - The death-dodging party game,Tabletop Games,Games,GBP,10/8/2014,15000.0,9/17/2014 10:01,15336.01,successful,563,GB,24904.29,24589.94,24051.18
1334,1006866696,Spheres of Power: A New Pathfinder Magic System,Tabletop Games,Games,USD,9/1/2013,1500.0,8/4/2013 1:13,39557.16,successful,966,US,39557.16,39557.16,1500.0
1343,1006885357,Escape from Alcatraz — A New Mystery Rummy Game,Tabletop Games,Games,USD,7/4/2014,10000.0,6/6/2014 23:24,13574.0,successful,359,US,13574.0,13574.0,10000.0
1400,1007160049,Orbis Terrarum RPG,Tabletop Games,Games,GBP,11/30/2013,2000.0,10/31/2013 16:16,4687.0,successful,122,GB,7516.07,7660.88,3268.99
1402,100716183,Famous Zombies!  The High Suspense & Strategy Game!,Tabletop Games,Games,USD,8/28/2014,1750.0,7/29/2014 23:29,1973.0,successful,53,US,1973.0,1973.0,1750.0
1430,1007273151,Skybrawler: An Epic-Scale RPG Platformer (PC Game),Video Games,Games,USD,2/22/2011,3675.0,1/8/2011 23:15,3800.0,successful,52,US,3800.0,3800.0,3675.0
1456,1007438311,Ivion: Fighting Game + Card Game,Tabletop Games,Games,USD,5/25/2017,19000.0,4/27/2017 17:00,21797.0,successful,212,US,9914.0,21797.0,19000.0
1481,1007602723,Diss Jockey,Tabletop Games,Games,USD,9/5/2016,6000.0,7/30/2016 23:45,6001.0,successful,65,US,890.0,6001.0,6000.0
1501,1007699549,Triple Vision Playing Cards (Relaunch),Playing Cards,Games,CAD,5/19/2016,5000.0,5/2/2016 19:00,5514.0,successful,157,CA,4393.59,4207.23,3815.05
1503,1007701013,Seneschal Medallion,Live Games,Games,USD,5/30/2014,440.0,5/1/2014 23:49,440.0,successful,7,US,440.0,440.0,440.0
1536,1007845710,Legendary Dice Throwers- the evolution of dice towers,Tabletop Games,Games,GBP,7/29/2016,8000.0,7/14/2016 17:00,9983.0,successful,205,GB,4320.23,13144.69,10533.66
1542,1007877419,Pizzeria Boss - A tasty card game about pizza!,Tabletop Games,Games,USD,10/19/2017,500.0,9/19/2017 20:05,2302.0,successful,101,US,1304.0,2302.0,500.0
1555,1007962251,Harwood Hobbies Presents 28mm CULTIST Miniatures!,Tabletop Games,Games,CAD,12/15/2015,3200.0,11/24/2015 15:02,3337.24,successful,46,CA,2493.8,2391.26,2292.92
1577,1008076501,Nelo,Video Games,Games,USD,3/27/2016,25000.0,2/26/2016 9:08,38269.84,successful,1243,US,38269.84,38269.84,25000.0
1604,1008225216,OUTBUDDIES,Video Games,Games,EUR,5/2/2017,5000.0,4/3/2017 9:08,6542.0,successful,235,DE,158.76,7170.65,5480.47
1641,1008435969,Rollspelsklubben,Live Games,Games,SEK,8/5/2017,7000.0,6/6/2017 18:47,7875.0,successful,89,SE,73.02,964.26,857.12
1664,1008548792,Not Parent Approved,Tabletop Games,Games,USD,6/20/2016,9999.0,5/21/2016 0:57,14075.0,successful,183,US,14075.0,14075.0,9999.0
1692,1008700229,Sailpower v2.0: Fun Scale Combat in the Age of Sail,Tabletop Games,Games,USD,5/5/2013,5000.0,4/2/2013 18:41,11480.0,successful,92,US,11480.0,11480.0,5000.0
1701,1008742687,Demon Espionage,Tabletop Games,Games,SGD,1/12/2017,5000.0,12/13/2016 13:06,14140.0,successful,371,SG,4784.38,9913.76,3505.57
1735,1008904717,Big Bastards:80mm Troll Miniatures for 28mm scale games!,Tabletop Games,Games,USD,10/14/2015,1500.0,9/14/2015 2:35,3000.0,successful,70,US,3000.0,3000.0,1500.0
1798,1009213249,TheChildishGamerz: YouTube Gaming Channel (Equipment),Video Games,Games,GBP,3/24/2014,80.0,3/4/2014 1:10,100.0,successful,4,GB,167.45,166.33,133.06
1799,1009213409,The Carcass: Exodus,Tabletop Games,Games,USD,4/8/2016,1000.0,3/9/2016 20:49,15806.0,successful,376,US,15806.0,15806.0,1000.0
1806,1009243994,Scenes of Chance II Miniature Edition,Tabletop Games,Games,USD,10/31/2015,600.0,10/22/2015 23:40,1651.0,successful,106,US,1651.0,1651.0,600.0
1820,1009327162,FAITH: The Sci-Fi RPG Core Book and miniatures,Tabletop Games,Games,EUR,4/20/2017,41034.0,3/21/2017 15:59,70577.5,successful,687,ES,34873.32,75504.15,43898.37
1830,1009369767,Wild Kingdom Playing Cards,Playing Cards,Games,USD,7/29/2016,3850.0,6/28/2016 19:41,9516.0,successful,326,US,4403.0,9516.0,3850.0
1851,1009528252,Shape of the World,Video Games,Games,CAD,7/1/2015,75000.0,6/1/2015 15:17,79367.64,successful,1198,CA,63729.3,63080.31,59608.97
1852,1009528648,Mindblown Life,Video Games,Games,USD,11/2/2012,60000.0,10/2/2012 20:34,77522.47,successful,695,US,77522.47,77522.47,60000.0
1880,1009711955,Bicycle Classic Monsters Playing Cards,Playing Cards,Games,USD,7/5/2014,7500.0,6/5/2014 17:29,9878.0,successful,384,US,9878.0,9878.0,7500.0
1918,1009887173,DEAD SYNCHRONICITY: TCT - A dark point and click adventure,Video Games,Games,USD,4/12/2014,45000.0,3/12/2014 20:28,51501.7,successful,1606,US,51501.7,51501.7,45000.0
1919,1009892642,Pro Tabletop Gaming Audio Collection,Tabletop Games,Games,USD,12/1/2013,25000.0,10/26/2013 1:00,32006.67,successful,426,US,32006.67,32006.67,25000.0
1971,1010298631,Seven Sisters,Tabletop Games,Games,USD,3/12/2012,8000.0,2/3/2012 17:22,12000.1,successful,179,US,12000.1,12000.1,8000.0
1975,1010315242,PlayMe : Alice in Wonderdice,Tabletop Games,Games,USD,3/30/2015,5000.0,2/18/2015 21:40,28399.0,successful,544,US,28399.0,28399.0,5000.0
1987,1010367581,The App of Holding,Tabletop Games,Games,USD,4/26/2017,110.0,3/27/2017 15:53,862.0,successful,140,US,237.0,862.0,110.0
2078,1010820426,Rise of Cthulhu - Second Print Run,Tabletop Games,Games,USD,9/17/2015,2000.0,8/18/2015 16:56,14939.0,successful,509,US,14939.0,14939.0,2000.0
2087,1010891738,Doko Roko,Video Games,Games,USD,11/20/2015,30000.0,10/21/2015 0:58,42469.0,successful,1987,US,42469.0,42469.0,30000.0
2093,1010925782,Venexiana Dark playing cards,Playing Cards,Games,USD,11/4/2014,17000.0,10/5/2014 23:04,35317.0,successful,678,US,35317.0,35317.0,17000.0
2099,10109773,Sword 'N' Board - Now coming to Wii U!,Video Games,Games,USD,9/6/2013,7500.0,7/29/2013 15:14,8585.82,successful,188,US,8585.82,8585.82,7500.0
2137,1011170380,Nintendo Switch Replacement Shell - Atomic Purple,Gaming Hardware,Games,CAD,9/11/2017,2125.0,8/12/2017 16:13,3773.0,successful,99,CA,2717.27,3108.68,1750.84
2162,1011304615,GROTESK MACABRE Animated playing cards!,Playing Cards,Games,USD,11/5/2015,15000.0,10/6/2015 23:04,31748.0,successful,606,US,31748.0,31748.0,15000.0
2214,1011574171,UFHO2 - A Turn-based Strategy Game,Games,Games,USD,2/11/2012,10000.0,12/13/2011 23:45,10872.79,successful,316,US,10872.79,10872.79,10000.0
2266,1011775473,"Befouled Maze of the Demi-Lich, 5e DnD Adventure Module",Tabletop Games,Games,USD,8/17/2017,300.0,7/18/2017 0:57,2366.0,successful,139,US,563.0,2366.0,300.0
2277,1011825009,Darklands: Savage Hordes IV,Tabletop Games,Games,GBP,9/6/2017,5000.0,8/23/2017 17:25,33855.0,successful,203,GB,14454.9,44735.59,6606.94
2288,1011860628,Flee the Scene,Tabletop Games,Games,NZD,8/19/2015,12000.0,8/4/2015 6:03,22966.0,successful,361,NZ,15126.99,15297.41,7993.07
2311,1011996944,Drunkstruction: The Liver Killing Party Game,Tabletop Games,Games,USD,10/5/2015,2500.0,8/31/2015 22:31,2578.0,successful,50,US,2578.0,2578.0,2500.0
2313,1011998668,Stadium Re-boot!,Tabletop Games,Games,USD,4/3/2017,35.0,2/17/2017 22:24,4479.0,successful,82,US,1410.0,4479.0,35.0
2318,10120159,JI EUM: A Rhythm Mobile Game for the Visually Impaired,Mobile Games,Games,USD,12/22/2015,1000.0,12/1/2015 2:59,1313.0,successful,36,US,1313.0,1313.0,1000.0
2347,1012184607,The FLUME - Dice Tower - Dice Case - Hardwood RNG Solution,Tabletop Games,Games,USD,12/8/2016,1000.0,11/8/2016 23:51,12730.0,successful,148,US,3413.0,12730.0,1000.0
2429,1012612441,Geek Dice,Tabletop Games,Games,USD,4/6/2013,15000.0,2/5/2013 22:41,22151.66,successful,560,US,22151.66,22151.66,15000.0
2432,1012646452,Ghost Hunter: Angels & Demons,Tabletop Games,Games,GBP,6/25/2017,2500.0,6/1/2017 20:00,3228.0,successful,190,GB,1123.15,4189.32,3244.52
2435,1012662172,Conundrum Escape Rooms,Live Games,Games,USD,11/28/2015,2500.0,11/3/2015 3:41,2935.0,successful,24,US,2935.0,2935.0,2500.0
2449,1012696379,Gryphon Knight Epic - Medieval Shmup,Video Games,Games,USD,8/31/2014,18000.0,7/28/2014 19:47,19801.5,successful,480,US,19801.5,19801.5,18000.0
2459,1012756075,HeroTrays - Gaming Trays for Heroclix and Quarriors!,Tabletop Games,Games,USD,5/15/2013,3500.0,4/18/2013 1:09,7102.5,successful,155,US,7102.5,7102.5,3500.0
2525,1013019633,Nouveau Gemmes Playing Cards,Playing Cards,Games,EUR,9/10/2017,3800.0,8/26/2017 18:21,10449.0,successful,237,ES,7303.75,12500.15,4545.94
2532,101303414,FARFLUNG - Sci-Fi Role-Play After Dark,Tabletop Games,Games,USD,12/1/2016,1475.0,11/3/2016 1:02,16423.0,successful,529,US,7483.0,16423.0,1475.0
2548,1013115913,The Frontier Deck,Playing Cards,Games,USD,7/8/2014,28500.0,6/5/2014 18:01,29730.0,successful,620,US,29730.0,29730.0,28500.0
2659,1013612018,Forsaken Life,Video Games,Games,USD,11/6/2014,1000.0,10/7/2014 8:43,1585.0,successful,30,US,1585.0,1585.0,1000.0
2673,1013687062,AEthermancy (Æthermancy),Tabletop Games,Games,USD,10/12/2013,4750.0,9/12/2013 23:30,5066.72,successful,83,US,5066.72,5066.72,4750.0
2674,1013687630,Clash Fighter - Hyper Fast Real Time Fighting Game,Tabletop Games,Games,USD,11/3/2014,9000.0,10/2/2014 17:19,9148.0,successful,54,US,9148.0,9148.0,9000.0
2822,1014632933,Dungeonmans: The Heroic Adventure Roguelike,Video Games,Games,USD,8/3/2013,35000.0,7/3/2013 17:59,43155.01,successful,1468,US,43155.01,43155.01,35000.0
2829,1014685231,"""Interlude"" - A Hanafuda Card Deck by Kelly McKernan",Playing Cards,Games,USD,11/9/2017,18500.0,10/10/2017 16:30,26126.0,successful,529,US,4900.0,26126.0,18500.0
2862,101487250,Ember: the Magical Card Game,Tabletop Games,Games,GBP,4/5/2016,5000.0,3/16/2016 13:02,5775.5,successful,276,GB,8245.72,8129.24,7037.69
2896,1014993943,Nevermind: Biofeedback Horror Game,Video Games,Games,USD,11/3/2014,75000.0,10/8/2014 20:56,76525.55,successful,1526,US,76525.55,76525.55,75000.0
2898,1015003938,"A Far Off Land, A Fate RPG in Two Worlds",Tabletop Games,Games,USD,11/26/2017,4000.0,10/24/2017 9:08,4641.0,successful,185,US,203.0,4641.0,4000.0
3054,1015781952,The Brigade - A Board Game of Fantasy Firefighting,Tabletop Games,Games,AUD,8/31/2017,20000.0,8/1/2017 20:09,144920.0,successful,2255,AU,5365.71,114997.62,15870.5
3086,101591223,Capharnaum - The Roleplaying Game,Tabletop Games,Games,GBP,12/18/2017,15000.0,11/17/2017 12:23,23502.5,successful,469,GB,14950.93,31453.25,20074.41
3106,101603284,Heroes Of Metro City: Sidekicks & Storylines,Tabletop Games,Games,USD,3/10/2014,38500.0,2/4/2014 20:28,42292.0,successful,503,US,42292.0,42292.0,38500.0
3182,1016432558,"Knot Dice: Celtic Knot Games, Puzzles, and Art",Tabletop Games,Games,USD,5/1/2015,25000.0,4/2/2015 15:00,97197.11,successful,2224,US,97197.11,97197.11,25000.0
3190,1016473158,Elysian Shadows Next-Gen 2D RPG for Dreamcast & Steam & OUYA,Video Games,Games,USD,8/31/2014,150000.0,8/1/2014 20:03,185322.67,successful,2282,US,185322.67,185322.67,150000.0
3193,1016495739,Tempters: An Infernally Clever Board Game,Tabletop Games,Games,USD,7/4/2014,15000.0,6/4/2014 14:36,15060.0,successful,50,US,15060.0,15060.0,15000.0
3195,1016519437,Collateral,Video Games,Games,USD,8/11/2013,15000.0,7/12/2013 20:21,16057.0,successful,300,US,16057.0,16057.0,15000.0
3241,1016740457,The Algernon Files 3.0,Tabletop Games,Games,USD,8/2/2014,2500.0,7/4/2014 0:19,2585.0,successful,117,US,2585.0,2585.0,2500.0
3252,1016790310,SkyBoats - Sail the Skies,Video Games,Games,CAD,8/12/2016,1000.0,7/13/2016 23:11,1091.0,successful,53,CA,456.8,840.85,770.71
3269,1016891532,Artizens,Video Games,Games,USD,2/18/2013,30000.0,1/19/2013 0:04,52616.0,successful,1558,US,52616.0,52616.0,30000.0
3276,1016927766,Jumpman Forever,Video Games,Games,USD,12/21/2013,20000.0,11/22/2013 19:23,20472.0,successful,236,US,20472.0,20472.0,20000.0
3322,1017193221,Heirs of the Wizard King,Tabletop Games,Games,USD,10/6/2017,3500.0,9/5/2017 17:00,12020.0,successful,598,US,435.0,12020.0,3500.0
3355,1017334345,Stone Skull's 28mm Tabletop Gaming Miniature Furniture,Tabletop Games,Games,USD,4/1/2016,3000.0,3/2/2016 15:36,76498.0,successful,810,US,76498.0,76498.0,3000.0
3405,1017530164,Dungeon Forge - In my pocket,Tabletop Games,Games,EUR,9/10/2015,1500.0,8/11/2015 12:48,8386.0,successful,164,ES,9196.05,9449.33,1690.2
3415,101756860,Nothing Personal - The Expansions!,Tabletop Games,Games,USD,5/31/2014,25000.0,5/1/2014 17:35,48466.84,successful,624,US,48466.84,48466.84,25000.0
3432,1017667607,Creative Story Stones,Tabletop Games,Games,AUD,9/1/2015,6000.0,8/6/2015 23:31,6046.0,successful,33,AU,4450.48,4222.36,4190.24
3467,10178577,"MYTHOS: NECRONOMICON, Bicycle® Playing Cards",Tabletop Games,Games,USD,11/1/2012,15000.0,9/22/2012 0:01,42660.66,successful,1193,US,42660.66,42660.66,15000.0
3497,1018010127,Video Coverage of Essen International Game Fair & Ludo Fact,Tabletop Games,Games,USD,10/6/2011,6500.0,9/6/2011 17:35,6969.04,successful,163,US,6969.04,6969.04,6500.0
3555,1018389357,The Gem Collector Wii U,Video Games,Games,USD,3/24/2016,650.0,2/23/2016 4:03,874.0,successful,18,US,874.0,874.0,650.0
3564,1018438779,Yargis - Indie Space Game of the Year!,Video Games,Games,USD,8/7/2013,10000.0,7/8/2013 5:07,10452.0,successful,38,US,10452.0,10452.0,10000.0
3572,1018483266,Fall of Magic: 100 Foxes,Tabletop Games,Games,USD,2/1/2017,1750.0,1/17/2017 0:48,23993.17,successful,436,US,12829.19,23993.17,1750.0
3593,1018587838,Kintaro: Starship Map Poster & Miniature,Tabletop Games,Games,USD,4/28/2017,2000.0,4/10/2017 18:14,5628.0,successful,204,US,1175.0,5628.0,2000.0
3600,1018619714,Ah-Sitake HA! - Animal Ninjas Card Battling Game... of DOOM!,Tabletop Games,Games,CAD,11/4/2016,5.0,10/11/2016 19:05,239.0,successful,12,CA,92.0,177.92,3.72
3685,1019039281,The Apocrypha Adventure Card Game,Tabletop Games,Games,USD,5/14/2015,66666.0,4/14/2015 17:00,333661.99,successful,2477,US,333661.99,333661.99,66666.0
3718,1019212408,Dungeon Time - A Cooperative Real Time Fantasy Card Game,Tabletop Games,Games,USD,7/15/2016,5000.0,6/29/2016 15:00,32527.0,successful,1277,US,22198.0,32527.0,5000.0
3772,1019452705,Mystos: The Role Playing Game,Tabletop Games,Games,USD,3/23/2015,2850.0,2/16/2015 13:48,3160.0,successful,40,US,3160.0,3160.0,2850.0
3854,1019818505,The Cosmotic Mission - VR Game,Video Games,Games,USD,5/18/2017,11040.0,4/18/2017 14:00,11212.0,successful,66,US,624.0,11212.0,11040.0
3872,1019910135,"Foam Brain Metal Pins - RPG Classes, Meeples and More!",Tabletop Games,Games,USD,7/4/2014,1000.0,6/24/2014 17:01,12071.0,successful,298,US,12071.0,12071.0,1000.0
3894,1020060808,Designated Driver The Game - Adult Drinking Game,Tabletop Games,Games,USD,12/21/2013,5000.0,11/21/2013 2:34,5287.0,successful,67,US,5287.0,5287.0,5000.0
3895,1020063206,Help make Ascent one of the greatest space games EVER!,Video Games,Games,AUD,11/1/2014,35000.0,9/29/2014 14:00,35334.0,successful,162,AU,30977.37,30371.33,30084.24
3999,10205736,HuniePop: A Dating Puzzle RPG,Video Games,Games,USD,11/1/2013,20000.0,10/2/2013 23:42,53536.21,successful,1483,US,53536.21,53536.21,20000.0
4012,1020616269,Fishing For Compliments Playing Cards,Playing Cards,Games,GBP,12/14/2014,5900.0,11/16/2014 1:17,6049.0,successful,214,GB,9483.03,9465.46,9232.31
4031,1020704364,Asylum- An insane card game!,Tabletop Games,Games,USD,5/7/2013,2000.0,4/7/2013 1:20,4320.0,successful,134,US,4320.0,4320.0,2000.0
4049,1020796755,"Forests for 2mm, 6mm, 10mm & 15mm Wargames",Tabletop Games,Games,GBP,11/25/2017,250.0,10/26/2017 14:19,1547.0,successful,22,GB,116.91,2086.59,337.2
4057,1020850482,Judges Guild Deluxe Collector's Edition,Tabletop Games,Games,USD,4/6/2016,40000.0,3/5/2016 16:19,115112.0,successful,874,US,115112.0,115112.0,40000.0
4064,1020899030,Misspent Youth RPG: Sell Out with Me!,Tabletop Games,Games,USD,7/28/2017,10000.0,6/27/2017 15:56,35652.0,successful,988,US,7174.0,35652.0,10000.0
4092,10210001,Imperial Crusade Armada: A Unique Space Combat Game,Tabletop Games,Games,USD,11/16/2011,2000.0,9/17/2011 2:47,8016.0,successful,217,US,8016.0,8016.0,2000.0
4109,1021105368,Kampf gegen das Bünzlitum,Tabletop Games,Games,CHF,11/2/2015,15000.0,9/3/2015 9:44,25001.0,successful,415,CH,26003.54,25079.5,15047.1
4120,1021188582,Island Fortress,Tabletop Games,Games,USD,1/16/2012,15000.0,11/19/2011 0:45,19829.0,successful,244,US,19829.0,19829.0,15000.0
4127,1021205843,A Touch of Class: 7 New Classes for 5th Edition,Tabletop Games,Games,GBP,5/5/2017,1000.0,4/3/2017 18:59,67671.0,successful,2453,GB,7638.0,87562.59,1293.95
4133,1021241055,City of Iron,Tabletop Games,Games,USD,10/4/2012,30000.0,8/15/2012 1:19,44703.0,successful,795,US,44703.0,44703.0,30000.0
