,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
1901,1009809497,"The dime-sized FemtoBeacon - Wireless IMU, ARM Cortex M0+",Hardware,Technology,USD,6/11/2015,500.0,5/12/2015 19:30,3801.0,successful,37,US,3801.0,3801.0,500.0
1911,1009851957,University of Louisville NASA Student Launch 2013-2014,Technology,Technology,USD,4/3/2014,1500.0,3/4/2014 4:11,2313.0,successful,60,US,2313.0,2313.0,1500.0
1935,1010018624,The Creation Station Open Source CNC Router,Fabrication Tools,Technology,USD,8/2/2014,80000.0,6/30/2014 20:00,150986.0,successful,202,US,150986.0,150986.0,80000.0
2017,1010535635,"NODE Chroma, a wireless color scanner for iOS and computers",Hardware,Technology,USD,12/8/2012,15000.0,11/5/2012 5:12,39473.14,successful,273,US,39473.14,39473.14,15000.0
2035,1010631065,The Vision : Not Just a 3D Printer... A DREAM,Hardware,Technology,USD,6/28/2012,25000.0,5/27/2012 8:20,65346.0,successful,81,US,65346.0,65346.0,25000.0
2441,1012673335,IllumiBowl Clip-On Toilet Night Light (Motion Activated),Gadgets,Technology,USD,11/27/2014,20000.0,10/18/2014 6:06,95399.0,successful,3297,US,95399.0,95399.0,20000.0
2468,1012787929,Basic and Advanced Breakout Boards Plus More!,DIY Electronics,Technology,USD,3/28/2017,500.0,3/3/2017 13:13,3665.0,successful,124,US,232.0,3665.0,500.0
2612,1013408690,Cmoar Virtual Reality Headset with integrated electronics,Hardware,Technology,USD,3/30/2015,100000.0,2/13/2015 20:31,120249.0,successful,539,US,120249.0,120249.0,100000.0
2613,1013411047,NanoClear: revolutionary fouling protection for aquariums,Technology,Technology,USD,4/13/2017,2000.0,3/14/2017 11:01,2075.0,successful,106,US,255.0,2075.0,2000.0
2631,1013481997,RiVE: Technology for Distraction-Free Driving,Hardware,Technology,USD,5/19/2017,25000.0,4/19/2017 2:00,29273.5,successful,189,US,16535.0,29273.5,25000.0
2650,1013550096,VIVID SSD: Ultra Fast & Portable Solid State Drive in Colour,Gadgets,Technology,AUD,1/17/2016,20000.0,12/16/2015 15:18,26708.0,successful,75,AU,19413.24,18768.8,14054.81
2672,101368510,EyeSpeak: Beyond Communication,Wearables,Technology,USD,7/16/2014,115000.0,6/16/2014 12:36,128181.89,successful,658,US,128181.89,128181.89,115000.0
3051,1015770659,Help fund the Vintage Computer Festival Southeast 2.0!,Technology,Technology,USD,5/4/2014,2000.0,4/7/2014 18:56,3414.0,successful,63,US,3414.0,3414.0,2000.0
3081,1015884821,The Arduino PLAYBOT! An educational all-in-one project set!,DIY Electronics,Technology,CAD,4/5/2017,3000.0,2/24/2017 23:48,4635.0,successful,49,CA,2067.01,3456.12,2236.97
3124,1016134832,How to Make a Freaking Apple Watch App - Using Swift iOS 8,Apps,Technology,USD,12/2/2014,20000.0,10/29/2014 15:00,21212.0,successful,427,US,21212.0,21212.0,20000.0
3141,1016211179,ScratchJr: Coding for Young Kids,Technology,Technology,USD,4/30/2014,25000.0,3/17/2014 12:28,77474.74,successful,1384,US,77474.74,77474.74,25000.0
3173,1016357821,XY - The secure iOS/Android Bluetooth tracking tag,Technology,Technology,USD,4/21/2014,45000.0,2/20/2014 6:00,205121.59,successful,4091,US,205121.59,205121.59,45000.0
3203,1016549487,SurfEasy | Plug in Privacy,Technology,Technology,USD,9/19/2011,12500.0,8/15/2011 15:24,69404.13,successful,1093,US,69404.13,69404.13,12500.0
3212,1016583750,colorspike - create in color,Gadgets,Technology,USD,11/17/2017,120000.0,10/3/2017 17:06,355212.0,successful,663,US,64001.0,355212.0,120000.0
3340,1017257432,Practical Plantoid Robotics: Easy to Build Organic Robots,Robots,Technology,USD,9/9/2017,5000.0,8/10/2017 2:13,5139.77,successful,66,US,1488.77,5139.77,5000.0
3435,101767263,3Doodler: The World's First 3D Printing Pen,Hardware,Technology,USD,3/25/2013,30000.0,2/19/2013 6:08,2344134.67,successful,26457,US,2344134.67,2344134.67,30000.0
3465,1017833625,Mule Light V2 - The Only Flashlight You Will Ever Need,Technology,Technology,USD,4/17/2016,150000.0,3/15/2016 17:50,158455.0,successful,1537,US,158455.0,158455.0,150000.0
3492,1017986810,Carin Wear: No more leaks - control your bladder again,Wearables,Technology,EUR,6/29/2016,15000.0,5/23/2016 15:02,16087.0,successful,57,NL,18053.49,17912.86,16702.48
3529,1018159305,Maqoo ||  Underwear Revolution,Wearables,Technology,USD,8/27/2015,10000.0,7/27/2015 15:01,20848.0,successful,215,US,20848.0,20848.0,10000.0
3573,1018486946,Daymak Photon Scooter,Hardware,Technology,CAD,7/27/2015,30000.0,6/18/2015 18:10,35288.5,successful,68,CA,28688.2,27045.14,22992.03
3699,101909427,Nano Ninjas CLASS - FLL Project,Robots,Technology,USD,1/16/2015,500.0,11/17/2014 20:12,1304.0,successful,51,US,1304.0,1304.0,500.0
3726,1019270278,KUMIITA – Educational programming toy for 0 year olds on up,Robots,Technology,USD,5/20/2017,30000.0,4/20/2017 16:00,35029.0,successful,158,US,22263.0,35029.0,30000.0
3780,1019489526,Wearsafe: Wearable technology on a mission to save lives,Wearables,Technology,USD,8/20/2015,75000.0,7/14/2015 16:50,106084.5,successful,1107,US,106084.5,106084.5,75000.0
3848,1019770517,Team 6040: GetoBotics,Robots,Technology,CAD,2/29/2016,500.0,2/4/2016 22:55,591.0,successful,5,CA,419.91,440.52,372.69
3930,1020255788,LANTERN: The Ultimate Multifunctional Light!,Technology,Technology,CAD,6/24/2016,30000.0,5/25/2016 18:23,30628.6,successful,192,CA,23292.69,23549.59,23066.28
3952,1020347268,The Verve Academy,Technology,Technology,GBP,8/7/2015,5000.0,7/8/2015 23:02,5141.0,successful,84,GB,8015.2,7977.22,7758.43
3955,1020357088,Team AREND Wildlife Conservation UAV,Flight,Technology,USD,3/30/2014,20000.0,2/28/2014 22:26,22403.0,successful,213,US,22403.0,22403.0,20000.0
4000,102057914,Snotbot: Help fund critical whale research with drones.,Robots,Technology,USD,8/26/2015,225000.0,7/17/2015 1:10,229819.91,successful,1739,US,229819.91,229819.91,225000.0
4037,1020718177,Your Secret Sauce,Web,Technology,AUD,11/15/2017,25000.0,10/16/2017 9:24,26136.0,successful,144,AU,1775.02,19720.82,18863.65
4101,1021063280,Voice Kite: Photo & Voice Legacy Preservation System,Software,Technology,USD,12/13/2014,10000.0,11/13/2014 0:36,11018.0,successful,154,US,11018.0,11018.0,10000.0
4136,1021260036,YOUMO - Your Smart Modular Power Strip,Hardware,Technology,EUR,4/3/2016,50000.0,2/23/2016 14:01,177412.01,successful,1945,DE,197140.88,201593.1,56814.95
4166,1021413936,Lego Candy Machine V4,Technology,Technology,USD,1/23/2017,110.0,12/24/2016 3:28,186.0,successful,12,US,60.0,186.0,110.0
4206,1021615407,MODLINK - All-In-One multi-shield UNO based board,DIY Electronics,Technology,USD,1/6/2015,3000.0,12/7/2014 16:12,5064.0,successful,23,US,5064.0,5064.0,3000.0
4291,1022046093,Screwing Reinvented: The World's Best Deck Screw,Technology,Technology,USD,10/31/2013,100000.0,9/30/2013 20:23,109926.5,successful,610,US,109926.5,109926.5,100000.0
4325,102220300,RABBITcharger: The inspired charger you've always needed.,Hardware,Technology,USD,7/1/2016,35000.0,5/17/2016 12:31,36587.72,successful,393,US,36587.72,36587.72,35000.0
4412,1022589171,Raspberry Pi IoT Shield Family | Power to The Shields!,Hardware,Technology,USD,12/17/2016,50000.0,11/7/2016 14:22,57442.0,successful,609,US,3171.0,57442.0,50000.0
4622,102361894,I'm Back. Raspberry Pi unique Case for your Analog Cameras,Camera Equipment,Technology,EUR,10/3/2016,2000.0,8/4/2016 22:27,6367.0,successful,105,IT,1219.87,7092.81,2227.99
4647,1023720141,CUER: the UK's number one solar car team,Technology,Technology,GBP,1/6/2013,10000.0,11/28/2012 0:42,10524.1,successful,192,GB,16862.71,16969.98,16124.87
4667,1023770351,Smart Wallet: Locator & Charger a Fashionable Tech Accessory,Hardware,Technology,USD,9/8/2014,35000.0,8/6/2014 4:03,36237.0,successful,315,US,36237.0,36237.0,35000.0
4868,1024874385,The Arduino Compatible 4x4 Keypad Matrix Processor Set,Hardware,Technology,CAD,4/23/2014,2000.0,3/24/2014 22:58,2337.0,successful,36,CA,2082.78,2121.07,1815.21
4958,102529987,Leadership Prep School Learning About Computers by Building,Hardware,Technology,USD,2/20/2017,1500.0,1/31/2017 20:11,1605.0,successful,16,US,145.0,1605.0,1500.0
4968,1025353346,"Report to the Rebbe ??""?",Apps,Technology,USD,9/28/2015,13500.0,8/28/2015 1:51,13603.0,successful,26,US,13603.0,13603.0,13500.0
4984,1025449476,Hot Mod 800 - Hot Rodded Valve Distortion Effect Pedal,Hardware,Technology,USD,11/6/2013,3500.0,10/7/2013 19:27,7518.0,successful,54,US,7518.0,7518.0,3500.0
5028,1025701043,The Peachy Printer - The First $100 3D Printer & Scanner!,3D Printing,Technology,CAD,10/20/2013,50000.0,9/20/2013 23:21,651091.16,successful,4420,CA,636502.52,623770.03,47901.9
5073,102593615,REAL - A Guide for Living - more than just a meditation app,Apps,Technology,GBP,12/2/2015,20000.0,10/28/2015 20:35,20151.0,successful,200,GB,30937.66,30507.78,30279.17
5133,1026200929,inCync - The Bluetooth Speaker that Goes With You Anywhere.,Technology,Technology,USD,2/20/2014,20000.0,1/21/2014 16:01,23459.0,successful,220,US,23459.0,23459.0,20000.0
5184,1026440611,SleepSmart: The Smart Adjustable Pillow for Side Sleepers,Technology,Technology,USD,6/22/2017,50000.0,5/23/2017 15:02,87720.0,successful,596,US,25699.0,87720.0,50000.0
5293,102697452,Shut-App!,Apps,Technology,USD,8/25/2016,10800.0,7/26/2016 12:01,11029.67,successful,332,US,2751.0,11029.67,10800.0
5428,1027721189,YoungBoard-The world’s first real solar electric skateboard,DIY Electronics,Technology,EUR,6/27/2016,25000.0,5/28/2016 18:52,25000.0,successful,14,DE,27967.71,27837.47,27837.47
5521,1028259978,Keplero Luxury Wallet - Strong RFID-Blocking,Gadgets,Technology,USD,8/29/2015,10000.0,6/30/2015 6:01,582634.0,successful,3792,US,582634.0,582634.0,10000.0
5582,102860361,The Diabetic Journal,Technology,Technology,GBP,2/12/2013,7500.0,1/13/2013 15:45,7743.32,successful,380,GB,12494.26,11992.13,11615.3
5618,1028828516,NanoBeam: helping makers build the smallest things,DIY Electronics,Technology,USD,12/1/2014,12000.0,10/17/2014 23:26,27242.0,successful,440,US,27242.0,27242.0,12000.0
5642,1028938536,Magniglass: Electronic Glasses for Medical and Personal Use,Wearables,Technology,USD,10/30/2014,4500.0,9/30/2014 4:02,4726.0,successful,11,US,4726.0,4726.0,4500.0
5679,102909092,EventMate App: Network Your Dreams to Reality,Apps,Technology,USD,9/7/2017,10000.0,8/8/2017 19:53,10096.01,successful,86,US,4031.01,10096.01,10000.0
5692,1029135876,"ExO, connectez vos enceintes à tous les équipements audio",Sound,Technology,EUR,7/29/2016,10000.0,6/29/2016 13:01,12158.0,successful,39,FR,8436.4,13511.14,11112.96
5769,1029562103,Noodle Pi - The Complete Raspberry Pi Pocket Computer,Technology,Technology,CAD,8/17/2017,1024.0,7/11/2017 9:01,13111.0,successful,100,CA,0.0,10358.69,809.04
5844,1029980241,OpenSource Tutorials,Software,Technology,USD,8/10/2012,2500.0,6/26/2012 1:02,2543.0,successful,46,US,2543.0,2543.0,2500.0
5870,1030119189,POWERQUBE - The 21st Century solution to the power strip,Hardware,Technology,USD,7/14/2013,75000.0,6/14/2013 23:30,98001.0,successful,2148,US,98001.0,98001.0,75000.0
6069,1031027165,kittybiome: kitty microbiomes for cat health and biology,Technology,Technology,USD,6/10/2015,3000.0,5/11/2015 21:58,23183.0,successful,229,US,23183.0,23183.0,3000.0
6106,1031194134,Want to build a satellite but dont have a NASA sized budget?,Space Exploration,Technology,GBP,10/31/2013,3000.0,10/1/2013 10:57,3146.0,successful,97,GB,5080.72,5020.03,4787.06
6174,1031570878,SolarBoost - Make Your Own USB Solar Mobile Charger,DIY Electronics,Technology,USD,4/27/2016,5000.0,3/28/2016 19:02,5956.0,successful,78,US,5956.0,5956.0,5000.0
6198,1031668355,My Lite- Swiss Army Knife of LED Lights,Camera Equipment,Technology,USD,7/14/2014,1000.0,6/23/2014 19:46,2481.0,successful,20,US,2481.0,2481.0,1000.0
6206,1031715562,"Cyber-Sentinelle, votre Protection Rapprochée sur Internet",Web,Technology,EUR,5/25/2016,3800.0,4/25/2016 18:11,4252.5,successful,122,FR,4773.26,4749.17,4243.82
6227,1031827961,SQueo: Advanced Waterproof Bluetooth Speaker,Hardware,Technology,USD,8/23/2014,90000.0,7/24/2014 0:53,92022.6,successful,631,US,92022.6,92022.6,90000.0
6290,1032121365,LPLC TOO - Internet Of Things Microprocessor,Hardware,Technology,GBP,10/13/2014,2000.0,9/23/2014 19:33,2051.0,successful,46,GB,3353.27,3306.09,3223.88
6295,1032142081,"Plug Perfect - Baby proof your electrical outlets, perfectly",Gadgets,Technology,USD,6/2/2016,5000.0,4/18/2016 19:34,7099.0,successful,115,US,7099.0,7099.0,5000.0
6448,1032966918,LilyPad ~ Using Light to Power All Our Mobile Devices,Hardware,Technology,USD,10/3/2011,27000.0,8/29/2011 2:33,104482.0,successful,547,US,104482.0,104482.0,27000.0
6482,1033109842,Prototypo | Streamlining font creation,Web,Technology,GBP,5/9/2014,12000.0,4/8/2014 16:32,34133.37,successful,1670,GB,56570.18,57557.58,20235.06
6647,1033877346,Pi:Traffic Light Shield for Raspberry Pi 3,DIY Electronics,Technology,GBP,8/18/2017,5000.0,7/19/2017 16:52,5040.0,successful,42,GB,151.87,6488.74,6437.24
6660,1033947460,Mies i100: The Ultimate Amplifier for Vinyl Lovers,Hardware,Technology,CAD,3/13/2014,30000.0,2/11/2014 18:52,45041.14,successful,141,CA,40837.57,40625.18,27058.72
6707,1034159611,"Lux: The First, Ultra-Quality, 3-Axis Stabilizers",Camera Equipment,Technology,CAD,12/1/2017,30000.0,10/27/2017 21:02,31988.0,successful,83,CA,2090.18,24846.98,23302.78
6782,1034501419,ARM based WAV sound player / recorder module for AVR/ARM ..,Hardware,Technology,USD,7/19/2015,700.0,6/29/2015 16:18,962.0,successful,21,US,962.0,962.0,700.0
6813,1034630006,"EMDO can do, your Energy Manager for Renewable Energy",Hardware,Technology,CHF,1/16/2016,3000.0,11/17/2015 15:58,4042.0,successful,25,CH,4013.56,3989.73,2961.21
6879,1034930082,The Boonville Space Program: ECLIPSE 2012 Mission,Space Exploration,Technology,USD,4/16/2012,3000.0,3/9/2012 0:57,4125.0,successful,65,US,4125.0,4125.0,3000.0
6978,1035458993,LED by garageCube,Hardware,Technology,CHF,10/6/2017,15000.0,9/6/2017 17:14,176125.0,successful,157,CH,61449.74,179717.55,15305.97
7123,1036202724,Whisper Node,Hardware,Technology,AUD,4/13/2016,15000.0,3/14/2016 22:25,15245.0,successful,187,AU,11531.42,11744.09,11555.35
7141,103629928,Smart Golf,Hardware,Technology,USD,6/15/2015,20000.0,5/1/2015 2:54,21966.0,successful,61,US,21966.0,21966.0,20000.0
7328,1037181402,CreativeMornings: support the volunteers who make it happen!,Technology,Technology,USD,4/10/2016,50000.0,3/10/2016 21:41,86284.2,successful,2011,US,86284.2,86284.2,50000.0
7364,1037309310,Babyation: Re-Imagining the Breast Pump for Today's Mom,Technology,Technology,USD,3/24/2016,50000.0,2/23/2016 14:02,81045.0,successful,427,US,81045.0,81045.0,50000.0
7368,1037322577,Open qPCR: DNA Diagnostics for Everyone,Hardware,Technology,USD,12/5/2014,50000.0,11/4/2014 18:00,202701.59,successful,484,US,202701.59,202701.59,50000.0
7557,1038248418,Strawbees Hovercraft: World's Fastest Recycled Toy,Gadgets,Technology,USD,7/16/2017,70000.0,6/1/2017 16:51,82450.0,successful,375,US,17637.0,82450.0,70000.0
7579,1038343842,Phoenix Racing Stands: Innovative Motorcycle Stands,Technology,Technology,USD,9/16/2015,35000.0,8/12/2015 17:10,37065.0,successful,60,US,37065.0,37065.0,35000.0
7635,1038583805,FrisBuild,DIY Electronics,Technology,USD,7/3/2016,1000.0,6/13/2016 16:40,1061.0,successful,24,US,1061.0,1061.0,1000.0
7643,1038610502,Simple CO2 Monitor,Gadgets,Technology,EUR,5/27/2015,500.0,4/27/2015 21:32,1703.0,successful,34,NL,1851.74,1868.18,548.5
7710,1038919390,Eye - TAKE YOUR PHONE TO THE NEXT LEVEL,Gadgets,Technology,USD,4/15/2017,95000.0,3/1/2017 17:29,659301.0,successful,4062,US,18769.0,659301.0,95000.0
7711,1038926365,Broken & Lost Phones Are a Thing of The Past,Gadgets,Technology,CAD,6/8/2016,2000.0,5/19/2016 4:18,4848.0,successful,79,CA,3760.54,3802.95,1568.87
7777,103924206,Sex Ed with DB: Podcast Equipment!,Sound,Technology,USD,7/16/2017,550.0,7/5/2017 17:43,750.0,successful,29,US,60.0,750.0,550.0
7816,1039424225,Pins Collective,Wearables,Technology,USD,3/31/2016,75000.0,3/1/2016 12:00,102066.0,successful,1042,US,102066.0,102066.0,75000.0
7822,1039457373,Triatholight with Cree! The Longest Lasting Emergency Light!,Gadgets,Technology,USD,11/14/2015,5000.0,9/15/2015 18:00,6144.0,successful,132,US,6144.0,6144.0,5000.0
7986,1040313626,FIRST Robotics Team 2152 S*M*A*S*H - Our 2014 Build Season!,Technology,Technology,USD,2/26/2014,1000.0,1/27/2014 21:21,2050.81,successful,25,US,2050.81,2050.81,1000.0
8017,1040445296,LinuxonAndroid - To the Next Level!,Software,Technology,GBP,3/22/2013,600.0,2/20/2013 10:05,1058.0,successful,50,GB,1636.98,1606.36,910.98
8090,1040878107,PicassoBot - The Portrait Sketching Robot Kit,Robots,Technology,USD,6/14/2014,10000.0,5/18/2014 1:42,13415.0,successful,100,US,13415.0,13415.0,10000.0
8207,1041475835,RapidMath: Educational material for rapid mental mathematics,Technology,Technology,USD,3/5/2014,2500.0,1/19/2014 19:54,26675.1,successful,1106,US,26675.1,26675.1,2500.0
8253,1041687102,amphiro b1: Energy feedback where it's most helpful!,Gadgets,Technology,GBP,12/18/2014,20000.0,11/18/2014 14:48,30663.0,successful,232,GB,48202.56,47981.41,31295.97
8306,1041915897,ST4 Hybrid Synthesizer/Tracker,Sound,Technology,EUR,2/17/2016,30000.0,1/20/2016 21:56,31533.0,successful,76,NL,34350.05,34988.85,33287.84
8381,1042314573,PHP CONTROLLER. Bring out the best from your projects!,Robots,Technology,EUR,5/31/2017,149.0,5/1/2017 23:14,237.0,successful,3,IT,0.0,265.84,167.13
8388,1042353389,ivee Sleek: Wi-Fi Voice-Activated Assistant,Hardware,Technology,USD,7/21/2013,40000.0,6/18/2013 7:46,159606.32,successful,901,US,159606.32,159606.32,40000.0
8416,1042504935,TeraGlass: Own Personal Head Mounted Display,Hardware,Technology,USD,3/3/2016,42750.0,1/28/2016 23:04,42760.0,successful,58,US,42760.0,42760.0,42750.0
8418,104251690,Saving Energy Just Got Easier!,Technology,Technology,USD,6/2/2015,800.0,4/23/2015 14:20,2153.0,successful,31,US,2153.0,2153.0,800.0
8496,1042868792,Valve/Tube Hi-Fi Stereo Headphone Amplifier,Sound,Technology,GBP,11/23/2015,1500.0,10/26/2015 22:09,3257.0,successful,83,GB,4987.57,4902.39,2257.78
8600,1043385803,ORA Smart Glass,Wearables,Technology,USD,10/28/2014,100000.0,8/29/2014 10:59,104656.0,successful,224,US,104656.0,104656.0,100000.0
8804,1044467395,SeaTalkie keeps you SAFE and CONNECTED during water sports,Gadgets,Technology,HKD,8/26/2017,38888.0,7/26/2017 13:51,66485.0,successful,67,HK,1451.8,8496.7,4969.84
8868,1044761792,RoVa4D Full Color Blender 3D Printer,3D Printing,Technology,CAD,8/24/2016,25000.0,7/26/2016 22:45,216288.98,successful,84,CA,27244.69,167874.09,19403.91
8870,1044767479,"Caruca - A Single Rider, Electric Golf Scooter/Cart",Hardware,Technology,USD,5/14/2016,20000.0,4/4/2016 21:46,20001.0,successful,83,US,20001.0,20001.0,20000.0
8915,1044970667,3Deep : The Sonic Toothbrush,Gadgets,Technology,USD,2/9/2017,15000.0,1/10/2017 16:47,25415.5,successful,416,US,2674.0,25415.5,15000.0
