,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
4189,1021545378,Barrett's Cookies & Biscuits,Events,Food,USD,8/24/2017,450.0,7/25/2017 20:00,540.0,successful,16,US,180.0,540.0,450.0
4214,1021662528,Mangia Macrina's Wood Fired Pizza is going Brick and Mortar,Restaurants,Food,USD,8/1/2016,20000.0,6/29/2016 5:04,21500.0,successful,117,US,2852.0,21500.0,20000.0
4220,1021698380,The JAVA TEA Project,Food,Food,USD,12/8/2012,35000.0,11/2/2012 17:33,35465.41,successful,303,US,35465.41,35465.41,35000.0
4368,1022390796,Sustainable Neighborhood Fish Farm for Idora!,Food,Food,USD,11/1/2011,5000.0,9/29/2011 20:54,6631.0,successful,129,US,6631.0,6631.0,5000.0
4387,1022485851,Catalyst Nonprofit Coffee Bar by Art Saint Louis,Spaces,Food,USD,12/23/2016,18000.0,12/1/2016 16:03,19195.0,successful,157,US,3095.0,19195.0,18000.0
4597,1023507854,Official Rolling Smoke T-shirts,Restaurants,Food,USD,1/6/2015,700.0,12/15/2014 21:07,795.0,successful,20,US,795.0,795.0,700.0
4603,1023551169,The Bite-Sized Book of Bite-Sized Recipes,Cookbooks,Food,USD,9/26/2014,8500.0,8/27/2014 3:01,8952.0,successful,184,US,8952.0,8952.0,8500.0
4665,1023761117,Cruelty Free Kitchen,Vegan,Food,USD,10/26/2014,2000.0,9/26/2014 16:46,2045.0,successful,52,US,2045.0,2045.0,2000.0
4724,1024028902,WildFlower- A plant based pop-up restaurant by Chef Ayinde,Food,Food,USD,5/17/2011,17000.0,4/19/2011 5:46,17159.55,successful,162,US,17159.55,17159.55,17000.0
4816,1024570207,LA BODEGA - by Salts,Restaurants,Food,USD,2/6/2017,40000.0,12/28/2016 2:05,40350.0,successful,127,US,3220.0,40350.0,40000.0
4885,1024952744,The Craft Beer Kitchen,Food,Food,USD,11/22/2013,500.0,11/8/2013 0:15,726.0,successful,21,US,726.0,726.0,500.0
4980,1025433393,UK Fish & Chips Blog,Food,Food,USD,9/11/2014,22.0,9/8/2014 23:36,1335.7,successful,143,US,1335.7,1335.7,22.0
5037,1025740095,"Goat Cheese for Southern Maine, New Hampshire and Beyond!",Food,Food,USD,8/8/2013,15000.0,7/9/2013 2:46,15280.0,successful,137,US,15280.0,15280.0,15000.0
5142,1026230619,FoPo Food Powder - Saving almost expiring fruits DELICIOUSLY,Food,Food,SEK,7/9/2015,180000.0,5/20/2015 18:05,219786.5,successful,160,SE,26659.05,26124.32,21395.21
5157,1026294554,Mossy Creek Mushrooms,Farms,Food,USD,2/9/2015,1500.0,1/20/2015 20:34,5606.0,successful,121,US,5606.0,5606.0,1500.0
5166,1026338131,The Boulder Food Park: Boulder's Food & Drink Venue,Food Trucks,Food,USD,9/10/2014,40000.0,8/11/2014 21:25,44182.2,successful,157,US,44182.2,44182.2,40000.0
5307,1027040482,CounterCrop: The Modern Way to Grow Your Own Food,Food,Food,USD,1/18/2015,75000.0,12/4/2014 17:57,132911.0,successful,591,US,132911.0,132911.0,75000.0
5373,1027453911,Lamanche Urban Farm,Food,Food,USD,9/22/2011,4000.0,8/23/2011 17:49,4425.0,successful,84,US,4425.0,4425.0,4000.0
5485,1028034228,Automated Milking System for Raw Milk Goat Dairy,Food,Food,USD,2/28/2013,2250.0,2/1/2013 0:22,2625.0,successful,59,US,2625.0,2625.0,2250.0
5756,1029489685,Dhaba—bringing Indian Street Food to Cincinnati,Food,Food,USD,4/9/2017,2500.0,3/29/2017 21:46,2938.0,successful,104,US,210.0,2938.0,2500.0
5782,1029637627,My Indian Kitchen,Cookbooks,Food,NZD,10/11/2017,7500.0,9/11/2017 6:36,11894.0,successful,186,NZ,68.99,8492.07,5354.85
5837,1029962292,"AntFarm Cafe and Bakery, a healthy community choice",Food,Food,USD,12/4/2012,30000.0,11/4/2012 19:32,32093.0,successful,301,US,32093.0,32093.0,30000.0
5885,103019704,Malty the Bear,Food,Food,USD,3/8/2017,1000.0,2/6/2017 19:00,7265.5,successful,238,US,595.0,7265.5,1000.0
5997,1030709470,Sweetness of Beeing - Expanding the Apiary,Food,Food,USD,3/27/2014,825.0,2/25/2014 20:19,2139.0,successful,45,US,2139.0,2139.0,825.0
5998,1030709490,Gyu Don (Beef Bowl) Food Cart,Food,Food,USD,2/23/2014,1500.0,1/24/2014 3:59,1500.0,successful,9,US,1500.0,1500.0,1500.0
6022,1030820746,Humble Burger,Restaurants,Food,USD,9/4/2015,8000.0,8/14/2015 4:03,14256.0,successful,218,US,14256.0,14256.0,8000.0
6051,1030972994,Walk the Honey Road with Balyolu,Food,Food,USD,2/26/2012,35000.0,1/27/2012 9:13,41593.0,successful,274,US,41593.0,41593.0,35000.0
6158,1031481438,Texas Tears - Habanero Sauce - Help Our Company Grow!,Small Batch,Food,USD,11/2/2014,1000.0,10/3/2014 19:29,2674.0,successful,89,US,2674.0,2674.0,1000.0
6255,1031979587,Arcade Coffee Roasters: Tasting Room,Drinks,Food,USD,4/11/2017,15000.0,3/12/2017 1:44,18961.0,successful,204,US,4195.0,18961.0,15000.0
6306,1032213880,Doggie Style,Vegan,Food,USD,5/27/2016,6000.0,5/2/2016 0:47,6338.0,successful,131,US,6338.0,6338.0,6000.0
6471,1033078172,My Whole Kitchen,Food,Food,USD,3/17/2017,10000.0,2/15/2017 23:28,10400.0,successful,38,US,0.0,10400.0,10000.0
6485,1033118481,Ohio Bison Sloppy Joes: Seconds by Jane Elaine,Food Trucks,Food,USD,12/1/2014,6000.0,11/12/2014 20:53,6184.0,successful,57,US,6184.0,6184.0,6000.0
6544,1033424586,Avalon's Food Sustainability Project,Food,Food,USD,2/12/2013,3000.0,1/22/2013 21:03,3887.0,successful,58,US,3887.0,3887.0,3000.0
6602,1033660020,Dongers: A Wisconsin Thing,Food Trucks,Food,USD,5/8/2015,12000.0,3/9/2015 5:35,12662.0,successful,110,US,12662.0,12662.0,12000.0
6610,103369186,The Wholesome Child Nutrition Guide & Recipe Book,Cookbooks,Food,AUD,8/12/2016,45000.0,7/13/2016 4:35,45176.0,successful,407,AU,5271.81,34678.74,34543.64
6616,103372022,Do Good. Drink Well.,Drinks,Food,USD,3/18/2015,15000.0,2/16/2015 15:17,18056.0,successful,231,US,18056.0,18056.0,15000.0
6645,1033871807,Spread Goodness around Atlanta,Food,Food,USD,8/4/2011,7000.0,6/20/2011 17:59,8845.0,successful,172,US,8845.0,8845.0,7000.0
6793,1034558644,"Potomac Chocolate: Craft Chocolate from Woodbridge, VA",Small Batch,Food,USD,9/29/2017,15000.0,9/6/2017 13:48,17308.0,successful,153,US,2243.0,17308.0,15000.0
7168,1036423813,"Lanikai Brewing Company - Brewery located in Kailua, Hawaii",Drinks,Food,USD,3/1/2015,20000.0,1/30/2015 19:14,34697.0,successful,287,US,34697.0,34697.0,20000.0
7184,1036496590,Prickly Pig Barbecue Sauce & Dry Rubs - tangy and spicy!,Small Batch,Food,USD,5/22/2015,12000.0,4/24/2015 1:13,12197.0,successful,99,US,12197.0,12197.0,12000.0
7290,103700196,The Vegan Roadie,Vegan,Food,USD,9/8/2014,7500.0,8/6/2014 16:36,11525.11,successful,173,US,11525.11,11525.11,7500.0
7399,1037463193,WildEdge Brewing Collective,Drinks,Food,USD,10/23/2016,15000.0,9/23/2016 14:50,17387.0,successful,117,US,10354.0,17387.0,15000.0
7422,1037569159,Cakestarter,Food,Food,USD,5/3/2010,7500.0,2/27/2010 23:16,7609.33,successful,163,US,7609.33,7609.33,7500.0
7454,1037722902,Remodeling for the EVOL Cakes Bakery,Food,Food,USD,2/28/2012,5475.0,1/24/2012 3:53,5534.0,successful,71,US,5534.0,5534.0,5475.0
7460,1037779224,Urban+Ade. Refreshment grown and crafted by Evensong Farm.,Food,Food,USD,10/21/2013,5000.0,9/21/2013 16:25,5065.0,successful,45,US,5065.0,5065.0,5000.0
7470,1037835332,Thank You For Coming,Food,Food,USD,4/21/2012,10000.0,3/22/2012 21:11,10951.01,successful,203,US,10951.01,10951.01,10000.0
7479,1037879037,New Living Wall Planters - Grow Your Own Veggies,Food,Food,USD,11/3/2015,11700.0,9/4/2015 4:53,12953.0,successful,156,US,12953.0,12953.0,11700.0
7495,1037980010,Stacked's 25 Days of KickStarter!,Food,Food,USD,12/23/2014,15000.0,11/27/2014 18:06,15164.0,successful,140,US,15164.0,15164.0,15000.0
7594,1038373,Little Drops of Heaven Bakery goes to the Farmers Market!,Food,Food,USD,7/7/2012,3300.0,6/7/2012 13:59,3673.5,successful,73,US,3673.5,3673.5,3300.0
7625,1038532582,Vinland: Forging a Maine Cuisine With 100% Local Ingredients,Food,Food,USD,7/26/2013,40000.0,6/19/2013 4:16,45023.0,successful,366,US,45023.0,45023.0,40000.0
7688,1038825181,Beaudry Bros Brewing,Food,Food,USD,3/15/2014,1200.0,2/13/2014 17:06,1445.0,successful,25,US,1445.0,1445.0,1200.0
7713,1038936280,Calm Waters Coffee Roasters,Drinks,Food,USD,5/1/2015,15000.0,4/1/2015 14:01,16156.0,successful,158,US,16156.0,16156.0,15000.0
7735,1039065957,Three Jerks Jerky: The Original Filet Mignon Beef Jerky™,Food,Food,USD,8/29/2013,20000.0,7/30/2013 15:00,45663.01,successful,641,US,45663.01,45663.01,20000.0
7802,1039360818,Grilled Corn,Small Batch,Food,USD,8/7/2014,10.0,7/8/2014 19:02,21.0,successful,4,US,21.0,21.0,10.0
7949,104011711,OMNIVORE SALT—A family recipe that makes food taste better,Food,Food,USD,9/8/2013,30000.0,7/30/2013 4:14,141467.0,successful,3057,US,141467.0,141467.0,30000.0
7966,104021306,Potato Salad That's Better Than That Other Guy's,Small Batch,Food,USD,8/7/2014,15.0,7/8/2014 18:09,15.0,successful,1,US,15.0,15.0,15.0
8122,1041042198,Tidal River Brewing Company,Drinks,Food,USD,6/27/2015,10000.0,5/28/2015 21:26,11921.0,successful,120,US,11921.0,11921.0,10000.0
8128,1041091113,The 52Teas Reboot: We Are Making Extraordinary Teas!,Drinks,Food,USD,4/13/2015,5000.0,3/11/2015 3:11,8338.0,successful,128,US,8338.0,8338.0,5000.0
8131,1041105796,Cider Riot!,Food,Food,USD,7/25/2013,17047.0,6/25/2013 17:11,20686.0,successful,254,US,20686.0,20686.0,17047.0
8160,1041259352,Tea Lovers Festival: 10 Years!,Events,Food,USD,4/4/2015,2000.0,3/5/2015 18:42,2388.0,successful,41,US,2388.0,2388.0,2000.0
8174,1041299368,Railyard Community Art Garden,Food,Food,USD,4/29/2013,2000.0,3/22/2013 3:14,2127.0,successful,74,US,2127.0,2127.0,2000.0
8175,1041301460,Maggie's Cookies,Food,Food,USD,8/6/2014,20.0,7/7/2014 21:51,192.0,successful,17,US,192.0,192.0,20.0
8224,1041534646,Peach Cobbler,Food,Food,USD,10/25/2014,20.0,9/25/2014 22:03,32.0,successful,3,US,32.0,32.0,20.0
8382,1042329716,Growing the Guerrilla Garden,Food,Food,USD,8/31/2013,2000.0,8/1/2013 21:27,2114.0,successful,46,US,2114.0,2114.0,2000.0
8402,1042412954,Indiana Tenderloin Concession,Food Trucks,Food,USD,7/28/2015,20.0,6/28/2015 2:56,70.0,successful,2,US,70.0,70.0,20.0
8440,1042615374,Voodoo Sauce: The Greatest BBQ Sauce Known To Man,Food,Food,USD,8/20/2012,5000.0,7/21/2012 7:01,7110.0,successful,139,US,7110.0,7110.0,5000.0
8457,1042671845,"Lucky's Coffee Garage: On the Green in Lebanon, NH",Drinks,Food,USD,8/11/2017,15000.0,7/12/2017 16:16,15380.0,successful,142,US,0.0,15380.0,15000.0
8613,104344008,The BellyFULL Kit ~ eat happily ever after!,Food,Food,USD,1/21/2012,25000.0,12/16/2011 17:38,25785.0,successful,150,US,25785.0,25785.0,25000.0
8625,1043530401,Pig and Pepper Baking Co. Brick and Mortar,Restaurants,Food,USD,5/1/2017,7000.0,3/29/2017 17:22,9020.0,successful,98,US,1085.0,9020.0,7000.0
8889,1044864258,Fearless Food- A Teaching Kitchen for Everyone,Food,Food,USD,4/19/2014,5500.0,3/20/2014 14:01,7306.0,successful,146,US,7306.0,7306.0,5500.0
8913,1044968868,Caramia Caramels,Small Batch,Food,CAD,11/25/2016,13000.0,10/26/2016 15:30,22960.0,successful,364,CA,3801.33,17018.75,9636.05
8964,1045284187,Ana Banana,Small Batch,Food,USD,7/1/2015,150.0,6/1/2015 19:45,170.0,successful,9,US,170.0,170.0,150.0
8967,1045296493,GrowUp! An aquaponic urban farm for London,Food,Food,GBP,3/28/2013,15000.0,2/26/2013 19:14,16467.34,successful,300,GB,24908.74,24936.54,22714.54
9080,1045916240,Pfennig Bakery Opening in Lakeview,Restaurants,Food,USD,1/9/2014,5000.0,12/4/2013 0:20,5365.0,successful,104,US,5365.0,5365.0,5000.0
9121,1046077994,Greenhouse for Community Garden / Invernadero Para Jardín,Food,Food,USD,7/6/2012,3500.0,6/6/2012 23:41,5195.0,successful,23,US,5195.0,5195.0,3500.0
9128,1046105884,"Trail Mix Tube - snack healthy always, everywhere",Food,Food,EUR,8/4/2016,5000.0,7/5/2016 14:15,10165.0,successful,319,IE,6794.03,11340.06,5577.99
9282,1046851581,Market on the Mesa- The Serra Mesa Farmers Market,Farmer's Markets,Food,USD,4/30/2016,8000.0,3/31/2016 22:38,11092.0,successful,305,US,11092.0,11092.0,8000.0
9307,1046988861,Marathon Farm - An Urban Agriculture Project,Food,Food,USD,4/3/2011,10000.0,2/15/2011 22:23,10001.0,successful,49,US,10001.0,10001.0,10000.0
9308,1046989171,Dryad Tea and SJ Tucker. Tea and Music Combined!,Food,Food,USD,6/23/2013,1200.0,5/24/2013 17:29,5201.0,successful,105,US,5201.0,5201.0,1200.0
9361,104722997,BHOH - Bethany House of Hospitality Community Garden,Food,Food,USD,8/16/2012,600.0,7/16/2012 20:00,625.0,successful,20,US,625.0,625.0,600.0
9367,1047245525,"Philly's very own Tiki Bar, The Yachtsman!",Food,Food,USD,5/22/2014,36700.0,4/22/2014 12:41,39295.0,successful,282,US,39295.0,39295.0,36700.0
